:Product: Daily Particle Data        2005_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to SEC.Webmaster@noaa.gov
#
#                           2005 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------

2005 10 21    1.3e+06  1.5e+04  4.1e+03   2.3e+10    6.8e+07           100.40
2005 10 22    4.3e+05  1.4e+04  3.5e+03   1.4e+09    7.6e+05           100.00
2005 10 23    2.8e+05  1.4e+04  3.6e+03   9.9e+08    7.1e+05            99.50
2005 10 24    3.7e+05  1.5e+04  3.5e+03   8.4e+08    7.3e+05           100.10
2005 10 25    6.6e+05  1.5e+04  3.5e+03   2.3e+09    9.0e+05            99.90
2005 10 26    4.8e+05  1.4e+04  3.1e+03   1.2e+10    8.0e+06           100.00
2005 10 27    5.2e+05  1.3e+04  3.0e+03   1.9e+10    2.2e+07            99.90
2005 10 28    4.3e+05  1.4e+04  3.1e+03   1.4e+10    2.0e+07            99.80
2005 10 29    4.0e+05  1.5e+04  3.1e+03   1.6e+10    2.9e+07           100.20
2005 10 30    3.6e+05  1.3e+04  3.3e+03   1.0e+10    1.6e+07           100.20
2005 10 31    6.8e+05  1.4e+04  3.2e+03   2.5e+09    2.5e+06            99.40
2005 11 01    2.7e+05  1.3e+04  3.2e+03   5.8e+09    1.8e+06           100.00
2005 11 02    8.5e+05  1.4e+04  3.3e+03   7.3e+09    7.1e+06           100.10
2005 11 03    2.1e+06  1.4e+04  3.1e+03   1.1e+10    9.4e+06           100.20
2005 11 04    2.0e+06  1.3e+04  3.0e+03   3.1e+10    9.3e+07           100.10
2005 11 05    1.9e+06  1.4e+04  3.2e+03   4.7e+10    1.8e+08            99.70
2005 11 06    1.1e+06  1.4e+04  3.2e+03   3.5e+10    1.5e+08            99.70
2005 11 07    1.1e+06  1.5e+04  3.3e+03   4.0e+10    1.8e+08            99.90
2005 11 08    1.1e+06  1.5e+04  3.3e+03   4.2e+10    2.4e+08           100.00
2005 11 09    1.4e+06  1.5e+04  3.6e+03   5.0e+10    3.8e+08           100.00
2005 11 10    1.4e+06  1.5e+04  3.5e+03   4.2e+10    3.4e+08           100.50
2005 11 11    1.1e+06  1.6e+04  3.5e+03   2.0e+10    1.1e+08           100.50
2005 11 12    8.1e+05  1.6e+04  3.8e+03   9.3e+09    2.6e+07           100.10
2005 11 13    3.8e+05  1.6e+04  3.7e+03   6.8e+09    1.2e+07            99.70
2005 11 14    2.1e+05  1.5e+04  3.4e+03   9.0e+09    8.3e+06           100.40
2005 11 15    2.1e+05  1.5e+04  3.6e+03   1.8e+10    2.1e+07           100.00
2005 11 16    2.2e+05  1.5e+04  3.5e+03   2.2e+10    3.4e+07            99.70
2005 11 17    2.1e+05  1.6e+04  3.5e+03   1.9e+10    2.9e+07           100.20
2005 11 18    3.7e+05  1.5e+04  3.4e+03   1.3e+10    1.9e+07            99.60
2005 11 19    6.2e+05  1.4e+04  3.2e+03   4.4e+09    7.1e+06            99.40
2005 11 20    8.8e+05  1.4e+04  3.4e+03   1.9e+09    2.2e+06            99.90
2005 11 21    7.2e+05  1.5e+04  3.3e+03   5.5e+09    2.4e+06           100.20
2005 11 22    7.2e+05  1.4e+04  3.4e+03   2.5e+09    1.8e+06           100.60
2005 11 23    2.1e+05  1.4e+04  3.4e+03   4.5e+09    1.7e+06           100.70
2005 11 24    3.9e+05  1.4e+04  3.3e+03   1.1e+10    5.4e+06           100.10
2005 11 25    5.7e+05  1.5e+04  3.2e+03   3.4e+10    7.3e+07            99.30
2005 11 26    4.5e+05  1.4e+04  3.2e+03   4.8e+10    1.3e+08           100.50
2005 11 27    4.4e+05  1.4e+04  3.0e+03   3.0e+10    1.1e+08           100.30
2005 11 28    8.7e+05  1.4e+04  3.2e+03   1.2e+10    1.9e+07           100.80
2005 11 29    9.2e+05  1.5e+04  3.3e+03   4.5e+09    6.2e+06            99.50
2005 11 30    1.3e+06  1.5e+04  3.1e+03   7.6e+09    4.4e+06            99.70
2005 12 01    1.2e+06  1.5e+04  3.1e+03   1.4e+10    1.0e+07            99.80
2005 12 02    1.5e+06  1.5e+04  3.1e+03   2.7e+10    4.9e+07           100.10
2005 12 03    2.2e+06  1.4e+04  3.0e+03   3.7e+10    1.4e+08            99.90
2005 12 04    5.9e+05  1.4e+04  3.0e+03   2.7e+10    6.9e+07           100.00
2005 12 05    7.5e+05  1.4e+04  3.2e+03   3.4e+10    9.6e+07            99.80
2005 12 06    8.6e+05  1.4e+04  3.3e+03   3.0e+10    9.3e+07            99.80
2005 12 07    9.1e+05  1.4e+04  3.5e+03   2.4e+10    7.0e+07            99.80
2005 12 08    1.2e+06  1.5e+04  3.3e+03   2.3e+10    8.1e+07            99.60
2005 12 09    1.4e+06  1.4e+04  3.4e+03   1.2e+10    2.3e+07            99.70
2005 12 10    7.8e+05  1.5e+04  3.5e+03   1.2e+09    1.1e+06            99.60
2005 12 11    7.4e+05  1.5e+04  3.4e+03   1.2e+09    9.4e+05           100.50
2005 12 12    3.5e+05  1.4e+04  3.4e+03   8.4e+09    2.6e+06           100.50
2005 12 13    4.4e+05  1.4e+04  3.5e+03   1.9e+10    2.0e+07           100.60
2005 12 14    5.7e+05  1.4e+04  3.5e+03   2.1e+10    2.4e+07           100.40
2005 12 15    8.0e+05  1.4e+04  3.3e+03   2.0e+10    2.7e+07           100.70
2005 12 16    1.2e+06  1.4e+04  3.3e+03   1.3e+10    1.2e+07           100.20
2005 12 17    1.1e+06  1.4e+04  3.2e+03   6.4e+09    4.8e+06            99.20
2005 12 18    1.6e+06  1.5e+04  3.2e+03   5.3e+09    6.0e+06            99.60
2005 12 19    1.4e+06  1.5e+04  3.1e+03   3.2e+09    2.9e+06            99.50
2005 12 20    4.9e+05  1.4e+04  3.2e+03   2.7e+09    1.3e+06            99.70
2005 12 21    1.0e+06  1.5e+04  2.9e+03   1.0e+10    4.4e+06            99.90
2005 12 22    4.9e+05  1.4e+04  3.0e+03   1.7e+10    8.9e+06           100.20
2005 12 23    5.4e+05  1.4e+04  3.2e+03   1.7e+10    1.3e+07           100.50
2005 12 24    5.8e+05  1.9e+04  3.2e+03   1.2e+10    9.3e+06           100.30
2005 12 25    3.1e+05  1.4e+04  3.1e+03   2.6e+09    1.4e+06           100.00
2005 12 26    4.1e+05  1.5e+04  3.3e+03   1.3e+09    1.3e+06           100.30
2005 12 27    2.1e+06  1.4e+04  3.4e+03   4.1e+09    3.9e+06           100.90
2005 12 28    2.0e+06  1.5e+04  3.2e+03   1.7e+10    1.7e+07            99.60
2005 12 29    1.4e+06  1.4e+04  3.1e+03   2.8e+10    6.3e+07            99.90
2005 12 30    1.4e+06  1.4e+04  3.1e+03   4.9e+10    1.6e+08           100.00
2005 12 31    1.3e+06  1.3e+04  2.7e+03   5.0e+10    2.6e+08           100.00
