:Product: Daily Particle Data        2012_DPD.txt
:Issued: 1900 UTC 02 Jan 2013
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#               2012 Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2012 10 13    1.9e+06  1.0e+04  2.4e+03   1.7e+09    8.1e+07          -999.99
2012 10 14    1.5e+06  1.1e+04  2.9e+03   2.6e+09    1.3e+08          -999.99
2012 10 15    2.8e+05  1.1e+04  2.7e+03   4.7e+09    2.7e+08          -999.99
2012 10 16    7.1e+05  1.1e+04  2.7e+03   5.2e+09    4.8e+08          -999.99
2012 10 17    6.8e+05  1.2e+04  2.9e+03   4.6e+09    4.7e+08          -999.99
2012 10 18    7.6e+05  1.1e+04  2.7e+03   4.6e+09    5.2e+08          -999.99
2012 10 19    9.6e+05  1.1e+04  2.6e+03   5.0e+09    6.0e+08          -999.99
2012 10 20    1.5e+06  1.1e+04  2.6e+03   4.4e+09    5.5e+08          -999.99
2012 10 21    1.7e+06  1.1e+04  2.9e+03   3.8e+09    4.6e+08          -999.99
2012 10 22    2.1e+06  1.2e+04  2.7e+03   3.3e+09    4.2e+08          -999.99
2012 10 23    1.0e+06  1.2e+04  2.8e+03   1.7e+09    1.7e+08          -999.99
2012 10 24    3.1e+05  1.2e+04  2.8e+03   1.1e+09    9.7e+07          -999.99
2012 10 25    3.1e+05  1.1e+04  2.8e+03   1.1e+09    9.4e+07          -999.99
2012 10 26    4.7e+05  1.1e+04  2.7e+03   1.1e+09    1.1e+08          -999.99
2012 10 27    1.2e+05  1.1e+04  2.7e+03   4.0e+08    2.7e+07          -999.99
2012 10 28    1.9e+05  1.2e+04  2.8e+03   4.5e+08    4.7e+07          -999.99
2012 10 29    2.2e+05  1.1e+04  2.7e+03   5.0e+08    5.5e+07          -999.99
2012 10 30    4.8e+05  1.1e+04  2.7e+03   4.5e+08    4.9e+07          -999.99
2012 10 31    2.1e+06  1.1e+04  2.8e+03   3.2e+08    3.7e+07          -999.99
2012 11 01    6.4e+05  1.1e+04  2.6e+03   9.5e+07    3.4e+06          -999.99
2012 11 02    1.6e+05  1.1e+04  2.7e+03   5.0e+08    1.7e+06          -999.99
2012 11 03    1.0e+05  1.1e+04  2.8e+03   8.8e+08    3.9e+06          -999.99
2012 11 04    5.8e+04  1.1e+04  2.8e+03   8.6e+08    4.9e+06          -999.99
2012 11 05    4.8e+04  1.1e+04  2.7e+03   7.6e+08    4.7e+06          -999.99
2012 11 06    9.4e+04  1.1e+04  2.6e+03   3.4e+08    2.3e+06          -999.99
2012 11 07    5.2e+05  1.1e+04  2.6e+03   3.4e+08    1.8e+06          -999.99
2012 11 08    2.9e+05  2.2e+04  3.5e+03   1.0e+09    3.4e+06          -999.99
2012 11 09    6.0e+05  1.1e+05  4.3e+03   8.7e+08    3.8e+06          -999.99
2012 11 10    7.3e+05  8.2e+04  3.3e+03   8.1e+08    4.1e+06          -999.99
2012 11 11    8.4e+05  3.8e+04  2.5e+03   4.9e+08    2.3e+06          -999.99
2012 11 12    7.9e+05  1.6e+04  2.8e+03   3.5e+08    1.9e+06          -999.99
2012 11 13    7.2e+05  1.1e+04  2.4e+03   2.0e+07    6.4e+05          -999.99
2012 11 14    5.0e+05  1.1e+04  2.5e+03   9.9e+08    7.1e+06          -999.99
2012 11 15    1.6e+05  1.1e+04  2.6e+03   1.6e+09    1.4e+07          -999.99
2012 11 16    1.1e+05  1.1e+04  2.8e+03   2.5e+09    3.0e+07          -999.99
2012 11 17    5.7e+05  1.2e+04  2.9e+03   4.1e+09    1.2e+08          -999.99
2012 11 18    1.9e+05  1.1e+04  2.7e+03   3.2e+09    7.3e+07          -999.99
2012 11 19    3.0e+05  1.1e+04  2.5e+03   2.8e+09    7.6e+07          -999.99
2012 11 20    1.9e+05  1.1e+04  2.6e+03   1.1e+09    2.1e+07          -999.99
2012 11 21    3.8e+05  1.1e+04  2.6e+03   2.0e+09    2.9e+07          -999.99
2012 11 22    3.4e+05  1.1e+04  2.7e+03   3.4e+09    6.4e+07          -999.99
2012 11 23    3.1e+05  1.1e+04  2.8e+03   3.3e+09    6.9e+07          -999.99
2012 11 24    3.0e+05  1.1e+04  2.4e+03   1.3e+08    2.7e+06          -999.99
2012 11 25    9.7e+04  1.0e+04  2.4e+03   1.2e+08    2.1e+06          -999.99
2012 11 26    5.0e+05  1.1e+04  2.7e+03   3.0e+08    2.3e+06          -999.99
2012 11 27    1.4e+05  1.0e+04  2.5e+03   2.8e+08    2.4e+06          -999.99
2012 11 28    1.6e+05  1.1e+04  2.8e+03   3.5e+08    3.0e+06          -999.99
2012 11 29    1.6e+05  1.1e+04  2.6e+03   3.6e+08    3.8e+06          -999.99
2012 11 30    5.9e+05  1.1e+04  2.7e+03   4.3e+08    5.6e+06          -999.99
2012 12 01    7.9e+05  1.1e+04  2.6e+03   3.2e+08    5.4e+06          -999.99
2012 12 02    8.3e+04  1.0e+04  2.5e+03   9.9e+07    1.6e+06          -999.99
2012 12 03    1.6e+05  1.1e+04  2.6e+03   1.0e+08    1.8e+06          -999.99
2012 12 04    8.1e+04  1.0e+04  2.6e+03   1.6e+08    1.5e+06          -999.99
2012 12 05    7.8e+04  1.1e+04  2.8e+03   1.7e+08    1.7e+06          -999.99
2012 12 06    9.4e+04  1.1e+04  2.8e+03   1.5e+08    1.8e+06          -999.99
2012 12 07    1.3e+05  1.1e+04  2.8e+03   1.5e+08    2.0e+06          -999.99
2012 12 08    2.1e+05  1.1e+04  2.8e+03   1.4e+08    2.1e+06          -999.99
2012 12 09    2.8e+05  1.2e+04  2.6e+03   7.2e+07    1.6e+06          -999.99
2012 12 10    2.6e+05  1.1e+04  2.7e+03   6.4e+07    8.7e+05          -999.99
2012 12 11    2.1e+05  1.1e+04  2.7e+03   9.5e+07    9.0e+05          -999.99
2012 12 12    2.1e+05  1.1e+04  2.8e+03   6.6e+07    9.6e+05          -999.99
2012 12 13    1.8e+05  1.1e+04  2.6e+03   3.2e+07    7.1e+05          -999.99
2012 12 14    5.8e+06  2.9e+04  2.7e+03   2.5e+07    8.0e+05          -999.99
2012 12 15    6.7e+07  1.6e+05  2.6e+03   6.4e+07    1.4e+06          -999.99
2012 12 16    5.4e+06  2.4e+04  2.7e+03   2.9e+08    1.0e+06          -999.99
2012 12 17    1.7e+06  1.3e+04  2.8e+03   1.2e+09    4.1e+06          -999.99
2012 12 18    2.0e+05  1.1e+04  2.8e+03   2.2e+09    1.3e+07          -999.99
2012 12 19    1.9e+05  1.1e+04  2.7e+03   2.4e+09    2.0e+07          -999.99
2012 12 20    1.6e+05  1.1e+04  2.6e+03   1.3e+09    9.9e+06          -999.99
2012 12 21    7.7e+04  1.1e+04  2.6e+03   7.2e+08    6.7e+06          -999.99
2012 12 22    1.1e+05  1.1e+04  2.8e+03   8.8e+08    8.1e+06          -999.99
2012 12 23    1.8e+05  1.2e+04  3.0e+03   7.9e+08    8.4e+06          -999.99
2012 12 24    2.0e+05  1.1e+04  3.0e+03   4.7e+08    5.6e+06          -999.99
2012 12 25    1.7e+05  1.1e+04  2.8e+03   2.5e+08    2.9e+06          -999.99
2012 12 26    1.6e+05  1.1e+04  2.7e+03   1.8e+08    1.9e+06          -999.99
2012 12 27    2.2e+05  1.1e+04  2.8e+03   1.7e+08    2.0e+06          -999.99
2012 12 28    3.9e+05  1.2e+04  2.8e+03   1.5e+08    2.1e+06          -999.99
2012 12 29    1.0e+05  1.2e+04  2.8e+03   7.2e+07    1.0e+06          -999.99
2012 12 30    3.1e+05  1.1e+04  2.8e+03   6.8e+07    1.1e+06          -999.99
2012 12 31    9.8e+04  1.1e+04  2.7e+03   5.3e+07    1.0e+06          -999.99
