:Product: Daily Particle Data        1999_DPD.txt
:Issued: 0100 UT 22 Mar 2000
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                      1999 Daily Particle Data
#

                GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
             --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
   Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
1999 10 18    2.4e+05  1.2e+04  2.7e+03   1.9e+10    1.7e+08            -1.00
1999 10 19    3.1e+05  1.2e+04  2.8e+03   1.7e+10    1.4e+08             0.01
1999 10 20    5.6e+05  1.3e+04  2.8e+03   1.4e+10    2.3e+08            -0.50
1999 10 21    7.0e+05  1.2e+04  2.9e+03   6.5e+09    4.7e+07            -1.50
1999 10 22    1.1e+06  1.3e+04  2.8e+03   8.8e+09    2.7e+06            -0.90
1999 10 23    2.5e+06  1.2e+04  2.9e+03   3.2e+10    5.1e+07            -0.20
1999 10 24    1.1e+06  1.2e+04  2.9e+03   2.1e+10    1.4e+08            -0.40
1999 10 25    8.3e+05  1.2e+04  2.8e+03   2.6e+10    3.5e+08            -0.40
1999 10 26    5.8e+05  1.2e+04  3.0e+03   2.0e+10    3.3e+08             0.15
1999 10 27    2.2e+05  1.3e+04  3.1e+03   9.5e+09    7.2e+07             1.11
1999 10 28    4.4e+05  1.4e+04  3.0e+03   4.7e+09    3.2e+07             1.35
1999 10 29    4.4e+05  1.4e+04  2.8e+03   8.1e+09    1.4e+07             0.65
1999 10 30    1.6e+05  1.3e+04  2.8e+03   8.4e+09    2.3e+07             0.76
1999 10 31    3.9e+05  1.3e+04  2.9e+03   5.4e+09    2.9e+07             0.38
1999 11 01    2.8e+05  1.2e+04  2.8e+03   7.8e+09    2.2e+07            -0.10
1999 11 02    9.3e+04  1.4e+04  2.7e+03   1.1e+10    1.7e+07             0.52
1999 11 03    3.1e+05  1.3e+04  2.9e+03   1.1e+10    2.2e+07             0.72
1999 11 04    4.0e+05  1.4e+04  3.1e+03   8.8e+09    3.1e+07             0.49
1999 11 05    4.2e+05  1.3e+04  3.1e+03   8.4e+09    2.8e+07             0.74
1999 11 06    6.6e+05  1.3e+04  2.8e+03   4.8e+09    5.7e+06             0.20
1999 11 07    5.2e+05  1.3e+04  2.8e+03   1.0e+09    1.3e+06            -0.10
1999 11 08    5.2e+05  1.3e+04  2.9e+03   5.5e+09    2.2e+06             0.06
1999 11 09    7.6e+05  1.2e+04  2.7e+03   2.1e+10    6.7e+07            -0.40
1999 11 10    7.0e+05  1.3e+04  2.8e+03   3.6e+10    1.7e+08            -0.40
1999 11 11    3.7e+05  1.3e+04  2.7e+03   1.8e+10    1.1e+08            -0.90
1999 11 12    2.1e+05  1.1e+04  2.4e+03   2.8e+10    1.6e+08            -1.30
1999 11 13    3.1e+05  1.2e+04  2.3e+03   8.2e+09    3.8e+07            -1.30
1999 11 14    9.8e+04  1.2e+04  2.4e+03   6.8e+09    3.1e+06            -0.80
1999 11 15    1.9e+05  1.2e+04  2.2e+03   3.4e+10    2.1e+07             0.25
1999 11 16    3.1e+05  1.2e+04  2.4e+03   1.1e+10    7.9e+06             0.42
1999 11 17    8.9e+05  1.7e+04  2.6e+03   4.8e+09    1.4e+06            -0.60
1999 11 18    1.0e+06  4.2e+04  2.7e+03   1.9e+10    8.9e+06            -0.40
1999 11 19    6.9e+06  4.8e+04  2.6e+03   1.1e+10    1.3e+07            -0.40
1999 11 20    3.1e+06  1.7e+04  2.4e+03   1.9e+10    2.6e+07            -0.50
1999 11 21    1.1e+06  1.2e+04  2.4e+03   1.2e+10    2.3e+07             0.00
1999 11 22    3.8e+05  1.2e+04  2.5e+03   7.6e+09    1.1e+07            -0.30
1999 11 23    1.0e+06  1.3e+04  2.4e+03   8.7e+09    1.1e+07            -0.40
1999 11 24    3.9e+05  1.2e+04  2.6e+03   8.1e+09    1.3e+07             0.31
1999 11 25    5.0e+05  1.3e+04  2.7e+03   8.1e+09    1.2e+07             0.80
1999 11 26    5.8e+04  1.3e+04  2.7e+03   1.4e+10    4.7e+06             0.78
1999 11 27    8.0e+04  1.3e+04  2.9e+03   1.7e+10    1.0e+07             0.92
1999 11 28    2.4e+05  1.3e+04  2.8e+03   9.6e+09    4.9e+06             1.20
1999 11 29    1.9e+05  1.6e+04  2.9e+03   7.0e+09    3.0e+06             0.65
1999 11 30    6.4e+05  1.4e+04  3.0e+03   6.3e+09    3.4e+06             0.10
1999 12 01    3.1e+05  1.3e+04  2.7e+03   5.5e+09    1.5e+06            -0.30
1999 12 02    4.4e+05  1.2e+04  2.6e+03   5.4e+09    2.2e+06            -0.40
1999 12 03    2.2e+05  1.2e+04  2.8e+03   1.9e+09    7.3e+05            -0.80
1999 12 04    1.9e+06  1.4e+04  2.9e+03   1.1e+10    6.6e+06            -0.50
1999 12 05    2.4e+06  1.3e+04  2.7e+03   3.2e+10    1.1e+08            -0.40
1999 12 06    1.4e+06  1.3e+04  2.8e+03   3.3e+10    3.0e+08             0.08
1999 12 07    5.8e+05  1.2e+04  2.7e+03   3.1e+10    3.4e+08             0.63
1999 12 08    2.5e+05  1.2e+04  2.8e+03   2.8e+10    2.3e+08             0.71
1999 12 09    3.6e+05  1.2e+04  2.7e+03   2.9e+10    2.6e+08             0.26
1999 12 10    1.4e+06  1.6e+04  3.0e+03   3.4e+10    2.9e+08             0.45
1999 12 11    1.1e+06  1.5e+04  2.9e+03   2.6e+10    2.6e+08             0.00
1999 12 12    5.5e+05  1.3e+04  2.9e+03   2.1e+10    2.0e+08            -1.90
1999 12 13    5.7e+05  1.1e+04  2.1e+03   5.0e+09    2.1e+07            -5.60
1999 12 14    5.9e+04  1.1e+04  2.0e+03   1.5e+08    8.7e+04            -4.30
1999 12 15    3.4e+04  1.1e+04  2.3e+03   2.3e+08    1.3e+05            -2.40
1999 12 16    4.9e+04  1.2e+04  2.5e+03   3.1e+09    2.7e+05            -0.20
1999 12 17    3.5e+04  1.3e+04  3.4e+03   6.8e+09    4.4e+05             0.15
1999 12 18    5.5e+04  1.3e+04  3.6e+03   7.5e+09    7.9e+05             0.74
1999 12 19    4.1e+04  1.4e+04  3.5e+03   9.5e+09    9.9e+05             1.36
1999 12 20    4.7e+04  1.4e+04  3.5e+03   8.2e+09    1.3e+06             0.88
1999 12 21    3.6e+04  1.3e+04  3.4e+03   6.6e+09    1.5e+06             1.04
1999 12 22    4.8e+04  1.3e+04  3.4e+03   6.3e+09    2.1e+06             0.73
1999 12 23    4.3e+05  1.4e+04  3.4e+03   6.1e+09    3.5e+06             0.82
1999 12 24    2.7e+05  1.4e+04  3.3e+03   6.2e+08    9.7e+04             0.47
1999 12 25    1.6e+05  1.3e+04  3.0e+03   5.8e+08    1.0e+05            -0.30
1999 12 26    6.4e+04  1.2e+04  2.6e+03   5.0e+08    1.0e+05            -0.90
1999 12 27    1.0e+05  1.2e+04  2.5e+03   1.5e+09    2.1e+05            -0.90
1999 12 28    1.5e+05  1.8e+04  2.7e+03   9.5e+09    6.7e+05            -0.50
1999 12 29    8.2e+04  1.4e+04  2.7e+03   4.6e+09    3.1e+05             0.09
1999 12 30    3.7e+05  1.3e+04  3.1e+03   3.8e+09    4.4e+05             1.87
1999 12 31    2.5e+06  1.6e+04  3.2e+03   9.9e+09    2.8e+06             1.00
