:Product: Daily Particle Data        2006_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to SEC.Webmaster@noaa.gov
#
#                          2006 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------

2006 10 21    5.8e+06  1.6e+04  3.3e+03   5.4e+09    3.3e+06            99.50
2006 10 22    1.9e+06  1.6e+04  3.7e+03   5.4e+09    3.3e+06            99.80
2006 10 23    2.3e+06  1.6e+04  3.5e+03   5.4e+09    3.3e+06            99.90
2006 10 24    2.6e+06  1.7e+04  3.5e+03   5.4e+09    3.3e+06           100.20
2006 10 25    1.3e+06  1.6e+04  3.6e+03   5.4e+09    3.3e+06           100.00
2006 10 26    1.6e+06  1.6e+04  3.6e+03   5.4e+09    3.3e+06           100.30
2006 10 27    2.3e+06  1.6e+04  3.8e+03   5.4e+09    3.3e+06           100.10
2006 10 28    1.4e+06  1.6e+04  3.6e+03   5.4e+09    3.3e+06            99.80
2006 10 29    1.5e+06  1.7e+04  3.6e+03   5.4e+09    3.3e+06            99.90
2006 10 30    1.6e+06  1.6e+04  3.6e+03   5.4e+09    3.3e+06           100.10
2006 10 31    7.5e+05  1.7e+04  3.8e+03   5.4e+09    3.3e+06           100.10
2006 11 01    8.1e+05  1.7e+04  3.8e+03   5.4e+09    3.3e+06            99.80
2006 11 02    6.4e+05  1.7e+04  3.8e+03   5.4e+09    3.3e+06           100.30
2006 11 03    1.8e+06  1.7e+04  3.9e+03   5.4e+09    3.3e+06           100.30
2006 11 04    7.7e+05  1.6e+04  3.7e+03   5.4e+09    3.3e+06           100.10
2006 11 05    6.1e+05  1.7e+04  3.7e+03   5.4e+09    3.3e+06            99.80
2006 11 06    5.8e+05  1.8e+04  3.8e+03   5.4e+09    3.3e+06            99.90
2006 11 07    5.5e+05  1.9e+04  4.1e+03   5.4e+09    3.3e+06            99.80
2006 11 08    6.5e+05  1.8e+04  4.1e+03   5.4e+09    3.3e+06            99.80
2006 11 09    1.4e+06  1.8e+04  3.9e+03   5.4e+09    3.3e+06            99.70
2006 11 10    4.9e+06  1.9e+04  3.4e+03   5.4e+09    3.3e+06            98.90
2006 11 11    5.7e+06  1.7e+04  3.3e+03   5.4e+09    3.3e+06            99.00
2006 11 12    1.8e+06  1.6e+04  3.4e+03   5.4e+09    3.3e+06            99.80
2006 11 13    1.8e+06  1.5e+04  3.3e+03   5.4e+09    3.3e+06           100.20
2006 11 14    2.1e+06  1.6e+04  3.3e+03   5.4e+09    3.3e+06           100.40
2006 11 15    1.7e+06  1.6e+04  3.2e+03   5.4e+09    3.3e+06            99.30
2006 11 16    7.1e+05  1.6e+04  3.3e+03   5.4e+09    3.3e+06           100.10
2006 11 17    5.7e+05  1.6e+04  3.5e+03   5.4e+09    3.3e+06           100.40
2006 11 18    2.9e+05  1.7e+04  3.9e+03   5.4e+09    3.3e+06           100.40
2006 11 19    4.1e+05  1.6e+04  3.8e+03   5.4e+09    3.3e+06            99.50
2006 11 20    3.7e+05  1.8e+04  4.3e+03   5.4e+09    3.3e+06           100.20
2006 11 21    7.8e+05  1.7e+04  4.1e+03   5.4e+09    3.3e+06           100.30
2006 11 22    1.3e+06  1.7e+04  4.0e+03   5.4e+09    3.3e+06            99.80
2006 11 23    7.2e+05  1.6e+04  3.8e+03   5.4e+09    3.3e+06            99.80
2006 11 24    1.4e+06  1.6e+04  3.8e+03   2.0e+10    2.4e+07            99.90
2006 11 25    3.6e+06  1.6e+04  3.6e+03   4.7e+10    1.6e+08           100.30
2006 11 26    1.6e+06  1.6e+04  3.6e+03   4.3e+10    2.0e+08           100.20
2006 11 27    1.7e+06  1.6e+04  3.6e+03   5.0e+10    2.5e+08           100.10
2006 11 28    1.8e+06  1.7e+04  4.0e+03   6.1e+10    3.8e+08           100.20
2006 11 29    1.3e+06  1.6e+04  3.6e+03   3.7e+10    2.1e+08            99.50
2006 11 30    1.2e+07  1.7e+04  3.6e+03   8.6e+09    1.8e+07            99.90
2006 12 01    5.6e+05  1.7e+04  3.8e+03   8.8e+09    1.4e+07           100.20
2006 12 02    4.1e+05  1.7e+04  3.6e+03   1.3e+10    2.2e+07            99.80
2006 12 03    3.7e+05  1.7e+04  3.9e+03   1.2e+10    2.3e+07           100.00
2006 12 04    3.8e+05  1.6e+04  3.9e+03   1.2e+10    2.3e+07           100.00
2006 12 05    1.4e+06  7.7e+04  5.5e+03   1.2e+10    2.9e+07           100.30
2006 12 06    3.8e+06  8.8e+05  1.3e+04   2.0e+09    1.4e+06            99.80
2006 12 07    2.4e+08  6.7e+07  9.8e+05   2.8e+10    7.8e+07            99.80
2006 12 08    7.0e+08  6.5e+07  3.1e+05   2.3e+10    1.0e+08            98.10
2006 12 09    1.2e+08  1.8e+07  5.5e+04   2.2e+10    5.0e+07            98.90
2006 12 10    6.6e+07  8.6e+06  9.7e+03   3.0e+10    1.0e+08            99.00
2006 12 11    2.2e+07  3.5e+06  2.9e+03   3.4e+10    1.2e+08            99.40
2006 12 12    5.1e+07  8.9e+05  3.0e+03   3.8e+10    2.0e+08           100.00
2006 12 13    4.4e+07  2.7e+07  1.8e+06   6.0e+10    4.6e+08           103.40
2006 12 14    4.5e+08  1.0e+07  9.2e+04   4.7e+10    4.7e+08            -1.00
2006 12 15    2.2e+08  2.2e+06  3.6e+04   4.3e+10    5.4e+08            96.30
2006 12 16    1.4e+07  1.8e+05  3.4e+03   8.4e+10    1.0e+09            97.10
2006 12 17    1.0e+07  3.7e+04  2.6e+03   5.9e+10    6.7e+08            98.90
2006 12 18    1.8e+07  2.3e+04  2.6e+03   6.7e+10    1.1e+09           100.00
2006 12 19    1.3e+07  2.2e+04  2.9e+03   3.3e+10    2.7e+08           100.80
2006 12 20    1.1e+07  1.8e+04  3.8e+03   4.2e+10    3.8e+08           101.40
2006 12 21    1.1e+07  1.6e+04  3.9e+03   6.3e+10    4.5e+08           101.10
2006 12 22    1.1e+07  1.7e+04  4.4e+03   7.0e+10    5.8e+08           100.80
2006 12 23    5.9e+06  1.6e+04  4.4e+03   6.1e+10    5.3e+08           100.40
2006 12 24    3.7e+06  1.7e+04  4.7e+03   5.2e+10    5.1e+08           100.30
2006 12 25    4.5e+06  1.7e+04  4.7e+03   6.6e+10    6.2e+08           100.30
2006 12 26    3.9e+06  1.7e+04  5.0e+03   6.2e+10    6.4e+08           100.30
2006 12 27    4.0e+06  1.7e+04  5.2e+03   5.5e+10    6.3e+08           100.30
2006 12 28    5.6e+06  1.8e+04  5.3e+03   5.4e+10    6.9e+08           100.10
2006 12 29    5.2e+06  1.7e+04  5.1e+03   4.2e+10    5.5e+08           100.10
2006 12 30    4.4e+06  1.8e+04  4.4e+03   3.2e+10    3.9e+08           100.50
2006 12 31    4.8e+06  1.8e+04  4.5e+03   2.5e+10    2.3e+08            95.40
