:Product: Daily Particle Data        2011_DPD.txt
:Issued: 1900 UT 03 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                        2011 Daily Particle Data
# 
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2011 10 14    1.7e+05  1.2e+04  3.0e+03   2.0e+08    2.5e+06          -999.99
2011 10 15    3.8e+05  1.1e+04  2.6e+03   1.2e+08    2.1e+06          -999.99
2011 10 16    2.1e+05  1.2e+04  3.0e+03   7.8e+07    1.7e+06          -999.99
2011 10 17    1.9e+05  1.2e+04  3.3e+03   1.1e+08    1.6e+06          -999.99
2011 10 18    2.9e+05  1.2e+04  3.2e+03   1.9e+08    2.2e+06          -999.99
2011 10 19    2.1e+05  1.3e+04  3.1e+03   1.6e+08    1.9e+06          -999.99
2011 10 20    1.2e+05  1.3e+04  3.2e+03   1.2e+08    2.2e+06          -999.99
2011 10 21    8.8e+04  1.3e+04  3.1e+03   1.3e+08    1.7e+06          -999.99
2011 10 22    4.1e+05  6.7e+04  3.0e+03   1.5e+08    1.8e+06          -999.99
2011 10 23    2.0e+07  4.0e+05  3.1e+03   1.5e+08    3.8e+06          -999.99
2011 10 24    1.2e+08  2.3e+05  3.3e+03   2.6e+07    2.0e+06          -999.99
2011 10 25    3.8e+07  4.6e+04  2.3e+03   1.4e+08    8.3e+05          -999.99
2011 10 26    4.9e+06  1.6e+04  3.3e+03   1.4e+08    7.0e+05          -999.99
2011 10 27    6.5e+05  1.3e+04  3.3e+03   2.4e+08    7.0e+05          -999.99
2011 10 28    3.1e+05  1.2e+04  3.3e+03   4.1e+08    7.9e+05          -999.99
2011 10 29    3.9e+05  1.3e+04  3.2e+03   4.6e+08    8.5e+05          -999.99
2011 10 30    4.5e+05  1.3e+04  3.3e+03   1.9e+08    7.8e+05          -999.99
2011 10 31    2.8e+05  1.2e+04  2.8e+03   7.0e+07    7.3e+05          -999.99
2011 11 01    3.3e+05  1.2e+04  2.9e+03   2.0e+08    1.1e+06          -999.99
2011 11 02    1.3e+05  1.2e+04  2.9e+03   5.8e+08    2.5e+06          -999.99
2011 11 03    1.7e+05  1.2e+04  3.3e+03   1.3e+09    8.5e+06          -999.99
2011 11 04    5.1e+05  1.4e+05  6.5e+03   1.7e+09    1.6e+07          -999.99
2011 11 05    4.6e+05  9.5e+04  4.4e+03   8.8e+08    9.4e+06          -999.99
2011 11 06    3.5e+05  3.4e+04  3.0e+03   7.5e+08    1.4e+07          -999.99
2011 11 07    3.6e+05  1.8e+04  2.9e+03   8.0e+08    1.4e+07          -999.99
2011 11 08    5.3e+05  1.7e+04  2.9e+03   7.1e+08    9.6e+06          -999.99
2011 11 09    1.3e+05  1.4e+04  3.0e+03   3.8e+08    6.0e+06          -999.99
2011 11 10    2.9e+05  1.5e+04  3.1e+03   4.1e+08    9.2e+06          -999.99
2011 11 11    3.6e+05  1.4e+04  2.8e+03   3.8e+08    8.0e+06          -999.99
2011 11 12    5.5e+05  1.3e+04  3.1e+03   4.6e+08    1.2e+07          -999.99
2011 11 13    5.7e+05  1.3e+04  3.0e+03   3.4e+08    9.6e+06          -999.99
2011 11 14    8.5e+05  1.3e+04  3.1e+03   3.0e+08    1.0e+07          -999.99
2011 11 15    3.6e+05  1.2e+04  3.0e+03   2.1e+08    6.7e+06          -999.99
2011 11 16    1.5e+05  1.2e+04  2.8e+03   1.6e+08    4.9e+06          -999.99
2011 11 17    1.2e+05  1.2e+04  3.0e+03   2.0e+08    7.3e+06          -999.99
2011 11 18    1.2e+05  1.4e+04  3.3e+03   2.2e+08    9.4e+06          -999.99
2011 11 19    2.1e+05  1.3e+04  2.8e+03   2.4e+08    1.2e+07          -999.99
2011 11 20    2.1e+05  1.3e+04  3.3e+03   2.3e+08    1.2e+07          -999.99
2011 11 21    1.7e+05  1.3e+04  3.1e+03   1.4e+08    5.4e+06          -999.99
2011 11 22    2.7e+05  1.3e+04  3.0e+03   1.8e+07    1.3e+06          -999.99
2011 11 23    1.7e+05  1.3e+04  3.0e+03   1.7e+07    1.1e+06          -999.99
2011 11 24    2.3e+05  1.3e+04  3.0e+03   8.1e+07    1.3e+06          -999.99
2011 11 25    1.3e+05  1.3e+04  3.0e+03   3.5e+08    1.1e+06          -999.99
2011 11 26    9.4e+06  1.8e+06  3.5e+03   3.5e+08    6.3e+06          -999.99
2011 11 27    8.5e+07  3.6e+06  3.9e+03   3.1e+08    1.5e+07          -999.99
2011 11 28    2.4e+07  4.3e+05  2.9e+03   4.2e+08    2.8e+06          -999.99
2011 11 29    1.1e+07  6.4e+04  2.7e+03   4.6e+07    1.0e+06          -999.99
2011 11 30    1.8e+06  1.6e+04  2.9e+03   7.0e+07    8.5e+05          -999.99
2011 12 01    3.8e+05  1.7e+04  3.8e+03   1.1e+09    1.8e+06          -999.99
2011 12 02    2.8e+05  1.4e+04  3.5e+03   1.4e+09    4.3e+06          -999.99
2011 12 03    3.3e+05  1.2e+04  2.9e+03   8.1e+08    3.9e+06          -999.99
2011 12 04    2.7e+05  1.3e+04  3.1e+03   2.3e+09    1.6e+07          -999.99
2011 12 05    2.0e+05  1.3e+04  3.1e+03   2.2e+09    1.9e+07          -999.99
2011 12 06    3.3e+05  1.3e+04  3.1e+03   1.9e+09    1.9e+07          -999.99
2011 12 07    4.3e+05  1.3e+04  3.0e+03   1.7e+09    1.9e+07          -999.99
2011 12 08    6.5e+05  1.3e+04  3.2e+03   1.3e+09    1.5e+07          -999.99
2011 12 09    4.9e+05  1.3e+04  3.1e+03   7.3e+08    6.0e+06          -999.99
2011 12 10    1.1e+05  1.3e+04  3.5e+03   3.2e+08    2.2e+06          -999.99
2011 12 11    1.9e+05  1.3e+04  3.2e+03   4.7e+08    2.9e+06          -999.99
2011 12 12    3.1e+05  1.2e+04  3.0e+03   9.0e+08    3.8e+06          -999.99
2011 12 13    1.9e+05  1.3e+04  3.2e+03   5.3e+08    3.2e+06          -999.99
2011 12 14    1.7e+05  1.2e+04  3.2e+03   5.2e+08    3.8e+06          -999.99
2011 12 15    2.3e+05  1.3e+04  3.3e+03   5.1e+08    4.4e+06          -999.99
2011 12 16    3.0e+05  1.3e+04  3.3e+03   5.0e+08    4.8e+06          -999.99
2011 12 17    3.4e+05  1.3e+04  3.4e+03   4.8e+08    5.1e+06          -999.99
2011 12 18    6.2e+05  1.3e+04  3.2e+03   3.2e+08    3.6e+06          -999.99
2011 12 19    7.0e+05  1.4e+04  3.0e+03   1.2e+08    1.4e+06          -999.99
2011 12 20    3.4e+05  1.3e+04  3.1e+03   9.3e+07    1.1e+06          -999.99
2011 12 21    4.7e+05  1.3e+04  2.9e+03   8.9e+07    1.2e+06          -999.99
2011 12 22    1.2e+05  1.2e+04  3.1e+03   7.5e+07    8.3e+05          -999.99
2011 12 23    1.0e+05  1.2e+04  3.0e+03   1.7e+08    9.1e+05          -999.99
2011 12 24    1.8e+05  1.3e+04  3.1e+03   1.9e+08    9.6e+05          -999.99
2011 12 25    2.5e+05  3.3e+04  3.3e+03   1.5e+08    8.8e+05          -999.99
2011 12 26    3.9e+05  8.3e+04  3.5e+03   1.4e+08    9.9e+05          -999.99
2011 12 27    3.7e+05  1.6e+04  3.1e+03   1.4e+08    1.0e+06          -999.99
2011 12 28    1.5e+06  1.3e+04  3.1e+03   1.5e+08    1.2e+06          -999.99
2011 12 29    6.6e+05  1.3e+04  3.0e+03   3.1e+07    7.4e+05          -999.99
2011 12 30    1.2e+06  1.5e+04  2.8e+03   3.3e+07    7.2e+05          -999.99
2011 12 31    4.1e+05  1.4e+04  3.0e+03   1.5e+07    6.8e+05          -999.99
