:Product: Daily Particle Data        1998_DPD.txt
:Issued: 2230 UT 19 Jan 1998
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                        1998 Daily Particle Data
#

               GOES-9 Proton Fluence      GOES-9 Electron Fluence      Neutron
             --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
   Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
1998 10 18    4.5e+05  1.6e+04  3.4e+03   1.3e+09    4.0e+06            -0.90
1998 10 19    2.6e+06  1.5e+05  3.7e+03   3.1e+09    3.4e+06            -1.60
1998 10 20    9.2e+05  3.9e+04  3.3e+03   1.5e+10    1.5e+07            -1.10
1998 10 21    1.1e+06  1.9e+04  3.3e+03   3.2e+10    2.3e+08             0.52
1998 10 22    8.7e+05  1.5e+04  3.2e+03   3.7e+10    4.2e+08             0.00
1998 10 23    9.1e+05  1.5e+04  3.3e+03   3.8e+10    7.5e+08            -0.10
1998 10 24    4.2e+05  1.4e+04  3.2e+03   4.0e+10    7.4e+08            -0.60
1998 10 25    2.4e+05  1.5e+04  3.5e+03   2.1e+10    3.0e+08             0.84
1998 10 26    1.3e+05  1.6e+04  3.5e+03   9.7e+09    1.7e+08             1.50
1998 10 27    8.5e+05  1.6e+04  3.9e+03   1.3e+10    4.4e+08             1.38
1998 10 28    4.3e+05  1.6e+04  3.7e+03   6.3e+09    3.1e+07             0.96
1998 10 29    5.4e+05  1.6e+04  3.8e+03   7.7e+09    6.1e+07             0.39
1998 10 30    5.5e+05  1.7e+04  4.0e+03   1.2e+10    6.9e+07             0.18
1998 10 31    6.5e+05  1.7e+04  3.8e+03   1.2e+10    7.2e+07            -0.10
1998 11 01    6.9e+05  1.7e+04  4.1e+03   9.5e+09    6.6e+07            -0.20
1998 11 02    4.2e+05  1.8e+04  4.5e+03   9.0e+09    5.1e+07             0.53
1998 11 03    3.3e+05  1.8e+04  4.7e+03   5.0e+09    2.3e+07             0.30
1998 11 04    2.9e+05  1.8e+04  4.6e+03   4.5e+09    2.1e+07             0.47
1998 11 05    3.4e+05  1.9e+04  4.4e+03   1.8e+09    1.4e+07             0.14
1998 11 06    4.6e+07  2.6e+05  4.3e+03   8.6e+08    2.3e+06             0.28
1998 11 07    5.4e+07  2.0e+05  4.2e+03   4.5e+09    2.7e+06            -0.50
1998 11 08    2.9e+07  2.3e+05  3.0e+03   7.3e+09    9.9e+06            -2.00
1998 11 09    1.0e+07  1.9e+04  2.7e+03   2.5e+09    8.0e+06            -3.70
1998 11 10    4.9e+05  1.5e+04  2.7e+03   1.1e+10    1.9e+07            -2.20
1998 11 11    7.4e+05  1.4e+04  3.1e+03   1.4e+10    4.5e+07            -1.00
1998 11 12    1.5e+06  1.6e+04  4.4e+03   1.6e+10    1.2e+08            -0.20
1998 11 13    1.1e+06  1.5e+04  4.0e+03   2.6e+09    1.5e+07            -0.80
1998 11 14    2.1e+07  7.1e+06  1.4e+05   6.7e+09    1.2e+07            -0.90
1998 11 15    1.1e+07  3.1e+06  1.4e+04   1.7e+10    2.2e+07            -1.40
1998 11 16    4.8e+06  7.4e+05  5.1e+03   1.1e+10    2.0e+07          -999.99
1998 11 17    1.3e+06  1.1e+05  4.6e+03   1.9e+10    6.4e+07          -999.99
1998 11 18    1.0e+06  3.4e+04  5.0e+03   1.6e+10    7.0e+07          -999.99
1998 11 19    5.5e+05  2.5e+04  5.1e+03   8.8e+09    3.7e+07          -999.99
1998 11 20    3.8e+05  1.9e+04  4.7e+03   4.7e+09    1.2e+07          -999.99
1998 11 21    1.8e+05  1.8e+04  4.6e+03   8.2e+09    9.8e+06          -999.99
1998 11 22    4.4e+05  8.3e+04  5.4e+03   1.4e+10    1.0e+07             2.49
1998 11 23    1.0e+06  3.8e+04  4.0e+03   5.0e+09    6.6e+06             2.61
1998 11 24    5.5e+05  7.2e+04  5.0e+03   4.4e+09    2.6e+06             1.88
1998 11 25    5.4e+05  6.0e+04  3.8e+03   1.2e+10    5.1e+06             1.14
1998 11 26    1.3e+06  5.2e+04  3.7e+03   1.2e+10    4.8e+06            -0.40
1998 11 27    1.6e+06  3.3e+04  3.1e+03   1.5e+10    7.3e+06            -0.80
1998 11 28    9.6e+05  2.6e+04  3.0e+03   1.0e+10    8.0e+06            -1.20
1998 11 29    1.1e+06  2.1e+04  3.0e+03   1.3e+10    1.0e+07            -0.90
1998 11 30    8.8e+05  1.5e+04  2.7e+03   5.4e+09    3.5e+06            -0.80
1998 12 01    4.7e+05  1.3e+04  2.6e+03   5.7e+09    3.1e+06            -0.70
1998 12 02    2.8e+05  1.5e+04  3.3e+03   9.2e+09    3.9e+06            -0.60
1998 12 03    2.4e+05  1.5e+04  3.1e+03   1.1e+10    5.4e+06            -0.10
1998 12 04    1.7e+05  1.4e+04  3.3e+03   1.2e+10    4.9e+06             0.01
1998 12 05    4.6e+05  1.3e+04  3.2e+03   2.8e+10    5.8e+07            -0.30
1998 12 06    2.0e+05  1.5e+04  3.4e+03   3.6e+10    1.0e+08             0.52
1998 12 07    2.9e+05  1.4e+04  3.3e+03   2.9e+10    1.6e+08             0.54
1998 12 08    1.3e+05  1.5e+04  3.2e+03   2.2e+10    1.0e+08             0.68
1998 12 09    1.1e+05  1.4e+04  3.4e+03   2.0e+10    9.1e+07             0.90
1998 12 10    1.3e+05  1.5e+04  3.6e+03   9.2e+09    4.3e+07             1.27
1998 12 11    5.5e+05  1.5e+04  3.7e+03   5.7e+09    2.2e+06             0.30
1998 12 12    7.2e+04  1.5e+04  3.5e+03   1.4e+10    5.1e+06            -0.40
1998 12 13    1.5e+05  1.4e+04  3.1e+03   1.8e+10    1.8e+07            -1.70
1998 12 14    1.4e+05  1.3e+04  2.8e+03   1.4e+10    1.2e+07            -2.10
1998 12 15    1.1e+05  1.4e+04  3.0e+03   1.3e+10    7.5e+06            -1.20
1998 12 16    2.0e+05  1.5e+04  3.2e+03   8.7e+09    6.4e+06             0.79
1998 12 17    1.7e+05  1.6e+04  3.6e+03   1.2e+10    1.0e+07             1.63
1998 12 18    2.0e+05  1.6e+04  3.7e+03   7.8e+09    7.3e+06             1.16
1998 12 19    7.7e+05  1.6e+04  3.9e+03   6.3e+09    7.2e+06             0.58
1998 12 20    4.4e+05  1.9e+04  3.8e+03   6.4e+09    2.4e+06             0.75
1998 12 21    4.2e+05  1.9e+04  3.7e+03   1.0e+10    4.9e+06             0.58
1998 12 22    7.0e+05  1.8e+04  4.0e+03   8.2e+09    3.8e+06            -0.90
1998 12 23    3.6e+05  1.7e+04  3.9e+03   5.1e+09    1.4e+06            -1.20
1998 12 24    7.8e+05  1.7e+04  3.9e+03   1.8e+09    8.5e+05            -0.30
1998 12 25    9.0e+05  1.7e+04  3.7e+03   4.5e+08    1.3e+05            -0.20
1998 12 26    8.3e+05  1.6e+04  3.7e+03   1.9e+09    1.8e+05            -1.50
1998 12 27    3.9e+05  1.6e+04  3.6e+03   8.7e+09    3.5e+05            -0.90
1998 12 28    3.3e+05  1.6e+04  3.7e+03   6.7e+09    3.8e+05            -0.20
1998 12 29    2.4e+05  1.6e+04  3.6e+03   3.7e+09    5.0e+05            -0.10
1998 12 30    1.5e+05  1.6e+04  3.7e+03   1.0e+10    5.4e+06             0.36
1998 12 31    1.2e+05  1.6e+04  3.7e+03   1.4e+10    7.1e+06             0.47
