:Product: Daily Particle Data 2001_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                         2001 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-----------------------------------------------------------------------------

2001 10 18    1.7e+05  1.2e+04  2.6e+03   7.4e+09    1.0e+07            -1.60
2001 10 19    2.4e+06  4.2e+05  1.0e+04   3.2e+09    2.8e+06             0.67
2001 10 20    1.1e+07  4.5e+05  4.9e+03   1.6e+09    6.2e+05             2.31
2001 10 21    2.0e+07  1.2e+05  3.0e+03   3.0e+09    1.0e+06             1.20
2001 10 22    7.1e+06  3.1e+05  1.4e+04   2.1e+08    3.1e+05            -2.40
2001 10 23    7.0e+06  5.2e+05  3.3e+04   2.5e+09    3.5e+05            -0.60
2001 10 24    9.2e+05  2.3e+05  7.4e+03   4.2e+09    5.2e+05             0.71
2001 10 25    1.3e+07  1.3e+05  3.7e+03   6.9e+09    2.9e+06             0.58
2001 10 26    9.3e+06  8.1e+04  2.9e+03   9.4e+08    4.7e+05             0.21
2001 10 27    2.0e+07  5.3e+04  2.9e+03   2.8e+09    1.0e+06             0.23
2001 10 28    2.0e+07  5.5e+04  2.3e+03   5.5e+08    2.8e+05            -1.40
2001 10 29    2.1e+06  1.4e+04  2.4e+03   1.9e+09    3.6e+05             0.30
2001 10 30    3.8e+05  1.2e+04  2.5e+03   6.4e+09    2.1e+06             1.38
2001 10 31    2.2e+05  1.2e+04  2.5e+03   7.9e+09    7.1e+06             1.57
2001 11 01    1.4e+05  1.1e+04  2.8e+03   6.7e+08    4.8e+05             2.31
2001 11 02    1.2e+05  1.2e+04  2.9e+03   2.8e+08    2.1e+05             1.73
2001 11 03    1.0e+05  1.2e+04  2.9e+03   5.8e+08    4.8e+05             1.66
2001 11 04    2.7e+07  2.0e+07  1.1e+06   6.8e+08    1.1e+06             2.04
2001 11 05    9.3e+08  5.3e+08  3.6e+06   2.7e+09    1.2e+04             1.15
2001 11 06    2.4e+09  6.2e+08  3.3e+06   2.0e+09    3.9e+06            -5.20
2001 11 07    1.4e+08  2.6e+07  2.7e+04   1.2e+10    1.1e+07            -4.00
2001 11 08    4.0e+07  6.7e+06  4.6e+03   3.9e+10    4.3e+07            -1.60
2001 11 09    1.3e+07  1.3e+06  3.3e+03   3.8e+10    4.7e+07            -0.30
2001 11 10    8.7e+06  6.5e+05  3.0e+03   2.9e+10    3.2e+07             0.67
2001 11 11    5.1e+06  2.9e+05  2.8e+03   1.3e+10    1.0e+07             1.74
2001 11 12    2.0e+06  1.3e+05  2.7e+03   1.3e+10    1.8e+07             1.33
2001 11 13    1.9e+06  6.7e+04  2.7e+03   1.2e+10    2.2e+07             0.06
2001 11 14    1.2e+06  3.1e+04  2.4e+03   3.4e+09    6.5e+06            -0.40
2001 11 15    3.2e+06  2.4e+04  2.6e+03   5.0e+09    1.3e+07             0.56
2001 11 16    2.4e+05  2.3e+04  2.5e+03   1.0e+09    4.4e+05             0.55
2001 11 17    6.9e+05  5.9e+04  2.7e+03   2.0e+09    1.0e+06             1.11
2001 11 18    2.2e+06  2.3e+05  3.1e+03   6.2e+09    2.6e+06             1.39
2001 11 19    4.4e+07  1.0e+06  3.0e+03   4.4e+09    4.9e+06             1.67
2001 11 20    1.2e+08  1.1e+06  2.4e+03   4.0e+09    5.0e+06            -0.30
2001 11 21    3.2e+07  2.3e+05  2.4e+03   4.4e+09    3.3e+06            -0.40
2001 11 22    1.1e+07  1.2e+05  1.0e+04   4.1e+09    2.2e+06            -1.40
2001 11 23    4.6e+08  2.5e+08  2.0e+05   6.2e+09    1.4e+08            -0.90
2001 11 24    2.3e+09  3.8e+08  1.6e+05   2.2e+09    2.9e+08            -3.70
2001 11 25    9.5e+07  8.7e+06  2.0e+03   7.7e+08    1.7e+07            -5.60
2001 11 26    1.8e+07  2.1e+06  3.0e+03   8.1e+08    3.4e+06            -4.00
2001 11 27    9.0e+06  9.6e+05  3.0e+03   1.2e+09    2.0e+06            -0.20
2001 11 28    6.5e+06  5.1e+05  3.0e+03   1.2e+09    1.3e+06             1.24
2001 11 29    4.1e+06  1.9e+05  3.2e+03   1.3e+09    7.6e+05             1.64
2001 11 30    3.4e+06  1.1e+05  3.1e+03   1.7e+09    6.9e+05             1.97
2001 12 01    2.9e+06  5.1e+04  2.9e+03   1.3e+09    6.1e+05             1.27
2001 12 02    2.7e+06  2.3e+04  3.0e+03   1.1e+09    5.2e+05             1.48
2001 12 03    1.4e+06  1.9e+04  3.1e+03   6.4e+08    1.3e+05             0.94
2001 12 04    1.8e+05  1.4e+04  2.8e+03   6.3e+08    9.9e+04            -1.40
2001 12 05    1.5e+05  1.3e+04  2.8e+03   1.9e+09    1.2e+05            -1.50
2001 12 06    1.7e+05  1.2e+04  2.6e+03   4.6e+09    4.4e+05            -1.30
2001 12 07    1.3e+05  1.1e+04  2.5e+03   6.5e+09    7.6e+05            -0.90
2001 12 08    9.7e+04  1.0e+04  2.4e+03   9.2e+09    2.3e+06            -1.20
2001 12 09    5.4e+04  1.1e+04  2.6e+03   8.9e+09    2.1e+06            -0.10
2001 12 10    9.4e+04  1.2e+04  2.8e+03   7.5e+09    2.2e+06             1.12
2001 12 11    2.7e+05  1.8e+04  3.2e+03   5.2e+09    1.5e+06             1.65
2001 12 12    1.0e+07  5.7e+04  3.2e+03   1.9e+09    5.4e+05             2.06
2001 12 13    5.6e+06  2.6e+04  3.3e+03   7.4e+08    1.0e+05             2.11
2001 12 14    1.4e+06  1.5e+04  3.3e+03   9.9e+08    1.2e+05             2.30
2001 12 15    1.4e+06  1.3e+04  3.1e+03   1.8e+09    2.8e+05             1.70
2001 12 16    3.4e+06  3.7e+04  2.7e+03   5.2e+08    1.1e+05            -0.70
2001 12 17    2.6e+06  2.5e+04  2.4e+03   1.9e+09    1.9e+05            -2.00
2001 12 18    6.8e+05  1.5e+04  2.4e+03   5.2e+09    1.2e+06            -1.00
2001 12 19    4.8e+05  1.5e+04  2.7e+03   1.1e+10    5.1e+06            -0.10
2001 12 20    3.6e+05  1.4e+04  2.6e+03   1.3e+10    5.7e+06             0.01
2001 12 21    3.8e+05  1.4e+04  2.7e+03   5.9e+09    2.2e+06            -0.40
2001 12 22    2.1e+05  1.3e+04  2.7e+03   1.9e+09    3.4e+05            -0.10
2001 12 23    1.3e+05  1.3e+04  2.8e+03   5.2e+09    1.1e+06             1.29
2001 12 24    3.8e+05  1.2e+04  2.8e+03   1.7e+09    3.6e+05             1.31
2001 12 25    6.7e+04  1.3e+04  3.0e+03   4.8e+09    1.5e+06             1.30
2001 12 26    5.8e+07  2.4e+07  6.2e+05   6.0e+09    9.5e+06             0.57
2001 12 27    6.8e+07  3.8e+06  1.9e+04   5.3e+09    9.9e+06            -0.10
2001 12 28    4.0e+07  7.7e+05  5.8e+03   6.1e+09    7.2e+06            -0.40
2001 12 29    3.0e+07  1.6e+06  5.6e+03   3.2e+09    5.3e+06            -1.70
2001 12 30    1.2e+07  8.6e+05  4.3e+03   2.2e+08    2.1e+06            -1.10
2001 12 31    5.5e+07  5.9e+06  3.6e+03   3.7e+08    1.0e+07            -4.20
