:Product: Daily Particle Data        2000_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                              2000 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd


2000 10 18    2.2e+06  1.4e+05  2.7e+03   2.3e+10    4.8e+07             2.98
2000 10 19    1.1e+06  5.2e+04  2.7e+03   2.1e+10    4.2e+07             2.73
2000 10 20    4.2e+05  2.0e+04  2.5e+03   1.5e+10    4.2e+07             2.22
2000 10 21    5.0e+05  1.4e+04  2.8e+03   2.2e+10    7.6e+07             1.79
2000 10 22    5.6e+05  1.1e+04  2.5e+03   1.2e+10    3.7e+07             1.52
2000 10 23    2.7e+05  1.1e+04  2.6e+03   6.2e+09    8.1e+06             1.50
2000 10 24    1.5e+05  1.1e+04  2.5e+03   1.0e+10    1.2e+07             1.06
2000 10 25    7.3e+05  2.0e+05  2.8e+03   1.0e+10    1.3e+07             0.47
2000 10 26    1.6e+07  6.3e+05  2.8e+03   9.9e+09    1.4e+07             0.23
2000 10 27    1.3e+07  1.3e+05  2.6e+03   1.5e+10    1.8e+07             0.76
2000 10 28    6.0e+06  3.7e+04  2.4e+03   8.7e+09    1.6e+07            -1.30
2000 10 29    4.2e+05  1.1e+04  1.7e+03   1.4e+09    6.2e+05            -5.00
2000 10 30    5.9e+05  3.0e+04  1.8e+03   1.4e+10    1.0e+07            -3.40
2000 10 31    3.1e+06  1.4e+05  2.1e+03   1.4e+10    1.5e+07            -1.50
2000 11 01    1.2e+07  1.6e+05  2.3e+03   3.1e+09    3.5e+06            -1.60
2000 11 02    3.0e+06  3.9e+04  2.2e+03   3.6e+09    3.7e+06            -1.30
2000 11 03    4.5e+06  2.3e+04  2.1e+03   4.9e+09    1.0e+07            -0.50
2000 11 04    6.0e+06  1.9e+04  2.2e+03   9.2e+08    8.3e+05            -0.40
2000 11 05    2.9e+05  1.1e+04  2.5e+03   1.3e+09    3.3e+05             0.48
2000 11 06    1.3e+06  1.0e+04  2.3e+03   5.8e+09    7.1e+06            -1.60
2000 11 07    1.8e+05  8.5e+03  1.8e+03   5.7e+09    6.8e+06            -3.40
2000 11 08    7.2e+05  3.6e+04  3.2e+03   5.2e+09    5.8e+06            -0.90
2000 11 09    1.3e+09  7.5e+08  1.3e+07   8.3e+09    4.9e+07             0.54
2000 11 10    8.9e+08  9.8e+07  4.2e+05   2.2e+09    2.7e+07            -0.10
2000 11 11    7.4e+07  7.0e+06  3.1e+04   1.4e+10    9.4e+06            -1.40
2000 11 12    1.5e+07  1.5e+06  9.0e+03   5.3e+10    2.4e+08             0.74
2000 11 13    4.1e+06  6.6e+05  4.8e+03   5.1e+10    2.4e+08             0.41
2000 11 14    2.1e+06  3.6e+05  3.8e+03   4.8e+10    2.4e+08             0.34
2000 11 15    1.9e+06  2.4e+05  3.5e+03   4.4e+10    2.4e+08             0.32
2000 11 16    1.9e+06  1.7e+05  3.2e+03   4.2e+10    2.5e+08             0.33
2000 11 17    2.2e+06  1.4e+05  2.9e+03   3.4e+10    1.6e+08             0.90
2000 11 18    3.7e+06  1.0e+05  3.2e+03   3.1e+10    2.0e+08             0.69
2000 11 19    5.4e+05  8.9e+04  2.9e+03   5.6e+09    1.0e+07             0.97
2000 11 20    5.8e+05  7.3e+04  3.0e+03   5.7e+09    9.4e+06             1.13
2000 11 21    3.3e+05  6.5e+04  2.4e+03   1.6e+09    2.5e+06             1.37
2000 11 22    4.6e+05  6.0e+04  2.4e+03   2.6e+09    3.4e+06             0.20
2000 11 23    3.9e+05  4.1e+04  2.1e+03   3.5e+09    2.8e+06            -0.80
2000 11 24    9.9e+06  1.8e+06  2.7e+04   3.1e+09    4.6e+06            -0.30
2000 11 25    2.1e+07  1.6e+06  9.3e+03   1.6e+09    3.3e+06             0.00
2000 11 26    1.6e+08  1.8e+07  3.7e+04   2.1e+09    1.5e+07            -1.20
2000 11 27    1.3e+08  1.3e+07  1.0e+04   2.4e+09    1.7e+07            -5.10
2000 11 28    5.4e+07  3.4e+06  1.8e+03   3.3e+09    7.0e+06            -4.40
2000 11 29    1.9e+07  5.1e+05  1.5e+03   1.2e+09    2.2e+06            -4.90
2000 11 30    6.9e+06  3.7e+05  1.6e+03   1.9e+09    1.2e+06            -3.50
2000 12 01    3.3e+06  2.5e+05  2.1e+03   5.7e+09    1.1e+06            -0.90
2000 12 02    1.9e+06  1.6e+05  2.1e+03   1.1e+10    3.1e+06             0.31
2000 12 03    2.6e+06  9.1e+04  2.2e+03   7.4e+09    3.5e+06             0.49
2000 12 04    2.9e+06  4.2e+04  2.3e+03   5.2e+09    2.4e+06             0.34
2000 12 05    8.6e+05  2.6e+04  2.2e+03   6.0e+09    2.9e+06             0.40
2000 12 06    5.1e+05  1.9e+04  2.3e+03   5.5e+09    3.7e+06             0.54
2000 12 07    8.0e+05  1.3e+04  2.5e+03   3.5e+09    2.5e+06             1.13
2000 12 08    1.2e+06  1.1e+04  2.7e+03   5.6e+09    2.4e+06             1.38
2000 12 09    1.1e+06  9.5e+03  2.8e+03   1.0e+10    7.6e+06             1.55
2000 12 10    4.2e+05  9.1e+03  2.7e+03   2.2e+10    2.8e+07             1.76
2000 12 11    2.6e+05  9.4e+03  2.7e+03   3.6e+10    6.9e+07             1.04
2000 12 12    1.4e+05  1.0e+04  2.7e+03   4.2e+10    8.9e+07             1.21
2000 12 13    2.0e+05  9.8e+03  2.8e+03   4.2e+10    1.1e+08             1.11
2000 12 14    5.2e+05  1.0e+04  2.7e+03   3.5e+10    1.1e+08             0.61
2000 12 15    5.1e+05  1.1e+04  2.9e+03   2.8e+10    7.8e+07             0.24
2000 12 16    1.2e+06  1.0e+04  3.0e+03   2.5e+10    8.3e+07             0.78
2000 12 17    3.6e+05  1.1e+04  2.9e+03   7.9e+09    8.9e+06             0.74
2000 12 18    2.0e+05  1.0e+04  2.8e+03   3.4e+09    4.3e+06             0.48
2000 12 19    5.4e+04  1.1e+04  2.8e+03   1.5e+09    1.0e+06            -0.10
2000 12 20    3.2e+04  1.0e+04  2.7e+03   2.1e+09    1.2e+06             0.04
2000 12 21    6.0e+04  1.0e+04  2.1e+03   2.5e+09    2.1e+06            -0.30
2000 12 22    1.1e+05  9.4e+03  2.1e+03   1.7e+09    1.3e+06            -0.70
2000 12 23    2.4e+05  9.3e+03  2.1e+03   1.3e+09    3.5e+05            -0.80
2000 12 24    3.8e+04  9.7e+03  2.1e+03   1.4e+09    2.8e+05            -0.70
2000 12 25    8.9e+04  8.6e+03  1.9e+03   1.7e+09    5.5e+05            -1.30
2000 12 26    5.4e+04  9.8e+03  1.9e+03   7.8e+08    2.1e+05            -0.60
2000 12 27    1.0e+05  9.4e+03  1.9e+03   1.8e+09    4.3e+05             0.12
2000 12 28    7.3e+04  1.4e+04  2.2e+03   1.3e+09    5.8e+05             0.45
2000 12 29    1.9e+05  3.6e+04  2.4e+03   4.7e+09    1.5e+06             1.22
2000 12 30    1.7e+05  2.9e+04  2.3e+03   3.1e+09    7.5e+05             0.79
2000 12 31    6.0e+04  1.6e+04  2.5e+03   2.6e+09    9.3e+05             0.57
