:Product: Daily Particle Data        2013_DPD.txt
:Issued: 0223 UT 07 Jan 2014
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#               Current Quarter Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2013 10 14    4.1e+05  1.8e+04  2.6e+03   7.7e+08    7.4e+06          -999.99
2013 10 15    2.5e+05  1.8e+04  2.3e+03   1.2e+09    1.1e+07          -999.99
2013 10 16    1.8e+05  1.3e+04  2.3e+03   2.6e+09    3.7e+07          -999.99
2013 10 17    3.8e+05  1.2e+04  2.7e+03   4.3e+09    1.6e+08          -999.99
2013 10 18    1.1e+05  1.1e+04  2.5e+03   3.0e+09    1.4e+08          -999.99
2013 10 19    1.2e+05  1.1e+04  2.6e+03   3.5e+09    1.9e+08          -999.99
2013 10 20    1.2e+05  1.1e+04  2.7e+03   3.3e+09    1.7e+08          -999.99
2013 10 21    2.8e+05  1.1e+04  2.5e+03   3.1e+09    1.8e+08          -999.99
2013 10 22    7.3e+05  1.1e+04  2.5e+03   2.2e+09    1.3e+08          -999.99
2013 10 23    3.5e+05  2.2e+04  2.8e+03   1.3e+09    3.4e+07          -999.99
2013 10 24    4.5e+05  1.1e+04  2.5e+03   1.1e+09    3.5e+07          -999.99
2013 10 25    3.5e+05  1.2e+04  2.7e+03   1.1e+09    3.7e+07          -999.99
2013 10 26    6.9e+05  2.8e+04  3.3e+03   9.7e+08    3.3e+07          -999.99
2013 10 27    2.3e+06  2.8e+04  2.6e+03   8.5e+08    3.6e+07          -999.99
2013 10 28    3.8e+06  1.7e+05  4.1e+03   6.0e+08    2.1e+07          -999.99
2013 10 29    8.3e+06  2.5e+05  8.5e+03   4.1e+08    1.3e+07          -999.99
2013 10 30    1.0e+07  2.6e+05  3.4e+03   1.0e+08    1.4e+06          -999.99
2013 10 31    3.6e+06  8.5e+04  2.4e+03   7.1e+07    6.3e+05          -999.99
2013 11 01    1.1e+06  3.0e+04  2.4e+03   7.1e+08    1.2e+06          -999.99
2013 11 02    5.6e+05  8.0e+04  8.9e+03   1.4e+09    5.8e+06          -999.99
2013 11 03    3.5e+05  5.2e+04  4.5e+03   9.5e+08    5.1e+06          -999.99
2013 11 04    2.9e+05  3.5e+04  2.7e+03   1.0e+09    5.7e+06          -999.99
2013 11 05    6.5e+05  4.4e+04  2.3e+03   1.7e+09    1.1e+07          -999.99
2013 11 06    1.4e+06  3.9e+04  2.4e+03   1.9e+09    1.8e+07          -999.99
2013 11 07    5.7e+06  1.7e+05  2.7e+03   2.0e+08    1.5e+06          -999.99
2013 11 08    5.8e+05  4.4e+04  2.6e+03   3.1e+08    6.1e+05          -999.99
2013 11 09    1.1e+06  7.0e+04  2.4e+03   1.3e+08    7.2e+05          -999.99
2013 11 10    8.2e+05  4.9e+04  2.5e+03   1.8e+09    9.3e+06          -999.99
2013 11 11    2.2e+06  5.9e+04  2.3e+03   8.4e+08    1.0e+07          -999.99
2013 11 12    5.5e+05  3.0e+04  2.4e+03   1.3e+09    1.5e+07          -999.99
2013 11 13    4.3e+05  2.2e+04  2.3e+03   1.4e+09    1.8e+07          -999.99
2013 11 14    3.9e+05  1.4e+04  2.4e+03   1.7e+09    2.6e+07          -999.99
2013 11 15    5.4e+05  1.3e+04  2.6e+03   1.6e+09    2.6e+07          -999.99
2013 11 16    4.1e+05  1.1e+04  2.5e+03   1.0e+08    1.3e+06          -999.99
2013 11 17    1.6e+05  1.1e+04  2.5e+03   3.8e+08    1.3e+06          -999.99
2013 11 18    8.9e+04  1.0e+04  2.6e+03   7.1e+08    1.9e+06          -999.99
2013 11 19    4.0e+05  1.0e+05  3.1e+03   7.9e+08    2.9e+06          -999.99
2013 11 20    1.5e+06  6.0e+04  2.7e+03   5.5e+08    3.0e+06          -999.99
2013 11 21    3.0e+05  1.3e+04  2.5e+03   5.9e+08    3.6e+06          -999.99
2013 11 22    2.0e+05  1.1e+04  2.6e+03   5.8e+08    4.8e+06          -999.99
2013 11 23    9.1e+04  1.0e+04  2.4e+03   1.8e+08    1.5e+06          -999.99
2013 11 24    5.0e+04  1.1e+04  2.4e+03   1.1e+08    8.6e+05          -999.99
2013 11 25    4.4e+04  1.1e+04  2.5e+03   1.5e+08    9.0e+05          -999.99
2013 11 26    5.0e+04  1.1e+04  2.4e+03   2.0e+08    9.5e+05          -999.99
2013 11 27    5.6e+04  1.0e+04  2.5e+03   2.1e+08    9.4e+05          -999.99
2013 11 28    7.9e+04  1.0e+04  2.5e+03   2.0e+08    1.0e+06          -999.99
2013 11 29    1.5e+05  1.1e+04  2.6e+03   1.4e+08    1.1e+06          -999.99
2013 11 30    1.5e+05  1.1e+04  2.5e+03   2.0e+08    8.4e+05          -999.99
2013 12 01    2.4e+05  1.1e+04  2.2e+03   4.0e+08    9.8e+05          -999.99
2013 12 02    1.4e+05  1.1e+04  2.3e+03   4.5e+08    9.8e+05          -999.99
2013 12 03    2.0e+05  1.1e+04  2.5e+03   4.2e+08    1.2e+06          -999.99
2013 12 04    1.4e+05  1.1e+04  2.6e+03   9.0e+08    2.0e+06          -999.99
2013 12 05    9.4e+04  1.1e+04  2.5e+03   1.1e+09    3.6e+06          -999.99
2013 12 06    1.4e+05  1.0e+04  2.5e+03   1.4e+09    7.7e+06          -999.99
2013 12 07    2.2e+05  1.0e+04  2.5e+03   1.0e+09    4.9e+06          -999.99
2013 12 08    4.6e+05  1.1e+04  2.2e+03   4.2e+08    7.6e+05          -999.99
2013 12 09    2.2e+05  1.0e+04  2.4e+03   2.0e+09    3.3e+06          -999.99
2013 12 10    9.6e+04  9.7e+03  2.4e+03   1.5e+09    4.8e+06          -999.99
2013 12 11    6.9e+04  9.8e+03  2.4e+03   1.3e+09    6.1e+06          -999.99
2013 12 12    1.1e+05  1.3e+04  2.6e+03   1.3e+09    6.2e+06          -999.99
2013 12 13    1.1e+06  1.3e+04  2.5e+03   1.6e+09    2.6e+07          -999.99
2013 12 14    5.9e+06  4.6e+04  2.3e+03   3.5e+08    1.4e+06          -999.99
2013 12 15    5.6e+06  3.6e+04  2.2e+03   2.5e+08    9.5e+05          -999.99
2013 12 16    3.5e+05  1.0e+04  2.5e+03   5.3e+08    9.5e+05          -999.99
2013 12 17    1.7e+05  1.0e+04  3.0e+03   1.2e+09    2.2e+06          -999.99
2013 12 18    1.5e+05  1.0e+04  2.7e+03   9.2e+08    1.9e+06          -999.99
2013 12 19    1.0e+05  9.6e+03  2.3e+03   6.4e+08    1.5e+06          -999.99
2013 12 20    8.2e+04  1.1e+04  2.7e+03   4.0e+08    1.5e+06          -999.99
2013 12 21    6.3e+04  1.0e+04  2.6e+03   5.5e+08    1.8e+06          -999.99
2013 12 22    1.3e+05  1.0e+04  2.6e+03   6.1e+08    2.5e+06          -999.99
2013 12 23    1.0e+05  1.0e+04  2.5e+03   4.8e+08    2.0e+06          -999.99
2013 12 24    1.4e+05  1.0e+04  2.3e+03   4.3e+08    2.0e+06          -999.99
2013 12 25    6.0e+04  1.0e+04  2.5e+03   9.0e+07    6.8e+05          -999.99
2013 12 26    1.1e+05  4.9e+04  2.8e+03   4.4e+07    5.5e+05          -999.99
2013 12 27    3.2e+05  1.3e+05  2.8e+03   7.9e+07    6.6e+05          -999.99
2013 12 28    6.0e+05  2.3e+05  4.7e+03   6.7e+07    7.2e+05          -999.99
2013 12 29    4.2e+06  7.0e+05  4.2e+03   5.7e+07    1.5e+06          -999.99
2013 12 30    9.8e+05  8.3e+04  2.4e+03   6.2e+07    6.8e+05          -999.99
2013 12 31    3.8e+05  1.9e+04  2.5e+03   6.5e+07    5.9e+05          -999.99
