:Product: Daily Particle Data    2009_DPD.txt
:Issued: 2100 UT 07 Jan 2010
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2009 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-11 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2009 10 20    4.6e+05  2.2e+04  4.9e+03   2.2e+07    3.7e+04           100.42
2009 10 21    5.5e+05  2.1e+04  4.9e+03   2.9e+07    4.1e+04           100.16
2009 10 22    7.6e+05  2.0e+04  4.3e+03   1.9e+08    3.8e+04            99.40
2009 10 23    7.3e+05  2.1e+04  4.2e+03   1.9e+09    4.7e+04            99.40
2009 10 24    1.1e+06  2.1e+04  4.2e+03   6.9e+09    2.2e+05            99.60
2009 10 25    3.7e+05  2.0e+04  4.3e+03   9.6e+09    2.0e+06            99.60
2009 10 26    3.6e+05  1.9e+04  4.2e+03   1.3e+10    3.5e+06           100.03
2009 10 27    3.0e+05  2.0e+04  4.5e+03   1.2e+10    3.9e+06           100.05
2009 10 28    3.4e+05  1.9e+04  4.4e+03   1.0e+10    4.1e+06            99.90
2009 10 29    1.6e+06  2.0e+04  4.2e+03   8.6e+09    5.5e+06            99.50
2009 10 30    9.2e+05  2.0e+04  4.2e+03   5.3e+09    1.1e+06           100.02
2009 10 31    8.8e+05  2.0e+04  4.4e+03   8.5e+09    1.4e+06           100.31
2009 11 01    8.5e+05  1.9e+04  4.4e+03   9.0e+09    2.0e+06           100.36
2009 11 02    8.3e+05  2.0e+04  4.5e+03   7.3e+09    1.2e+06           100.20
2009 11 03    6.2e+05  2.0e+04  4.3e+03   5.5e+09    5.7e+05            99.70
2009 11 04    1.1e+06  1.9e+04  4.6e+03   5.9e+09    1.0e+06           100.00
2009 11 05    1.1e+06  1.9e+04  4.2e+03   5.1e+09    1.1e+06            99.60
2009 11 06    8.9e+05  2.0e+04  4.4e+03   4.3e+09    8.7e+05            99.80
2009 11 07    9.7e+05  2.0e+04  4.4e+03   4.5e+09    1.1e+06            99.80
2009 11 08    8.0e+05  2.0e+04  4.4e+03   1.8e+09    3.5e+05           100.15
2009 11 09    3.9e+05  2.0e+04  4.1e+03   8.7e+08    7.9e+04           100.39
2009 11 10    3.5e+05  2.0e+04  4.6e+03   1.3e+09    1.1e+05            99.90
2009 11 11    3.2e+05  2.0e+04  4.4e+03   1.3e+09    1.3e+05           100.00
2009 11 12    3.8e+05  2.1e+04  4.6e+03   1.4e+09    1.6e+05           100.00
2009 11 13    5.7e+05  2.0e+04  4.6e+03   1.2e+09    1.6e+05            99.90
2009 11 14    5.4e+05  2.0e+04  4.3e+03   4.3e+08    7.2e+04            99.80
2009 11 15    4.1e+05  2.0e+04  4.6e+03   2.0e+08    5.5e+04           100.23
2009 11 16    3.5e+05  2.0e+04  4.3e+03   1.5e+08    4.8e+04            97.00
2009 11 17    3.5e+05  2.0e+04  4.4e+03   2.1e+08    5.4e+04           100.14
2009 11 18    4.5e+05  2.0e+04  4.8e+03   2.8e+08    4.7e+04           100.15
2009 11 19    6.5e+05  1.9e+04  4.4e+03   2.2e+08    6.8e+04           100.20
2009 11 20    4.4e+05  1.9e+04  4.3e+03   1.3e+08    5.3e+04           100.04
2009 11 21    4.7e+05  1.9e+04  4.1e+03   1.6e+08    4.0e+04            99.80
2009 11 22    5.6e+05  2.0e+04  4.3e+03   8.9e+08    4.9e+04           100.00
2009 11 23    6.7e+05  1.9e+04  4.3e+03   1.3e+09    5.3e+04            99.70
2009 11 24    9.9e+05  2.1e+04  4.4e+03   1.3e+09    5.1e+04            99.90
2009 11 25    4.9e+05  1.9e+04  3.9e+03   5.2e+09    2.1e+05            99.70
2009 11 26    8.2e+05  2.0e+04  4.4e+03   1.1e+10    1.1e+06            99.70
2009 11 27    2.6e+05  2.0e+04  4.2e+03   3.4e+09    4.4e+05           100.00
2009 11 28    3.2e+05  2.0e+04  4.2e+03   3.5e+09    6.3e+05           100.16
2009 11 29    2.9e+05  2.0e+04  4.4e+03   3.5e+09    7.6e+05            99.90
2009 11 30    2.7e+05  2.0e+04  4.4e+03   3.2e+09    6.0e+05           100.06
2009 12 01    3.6e+05  2.0e+04  4.5e+03   3.7e+09    1.0e+06           100.29
2009 12 02    4.2e+05  2.0e+04  4.7e+03   3.1e+09    9.6e+05           100.29
2009 12 03    3.8e+05  2.0e+04  4.6e+03   2.5e+09    5.0e+05           100.14
2009 12 04    4.7e+05  2.0e+04  4.9e+03   2.4e+09    5.4e+05           100.09
2009 12 05    6.7e+05  2.0e+04  4.7e+03   1.6e+09    4.1e+05           100.43
2009 12 06    5.0e+05  2.0e+04  4.7e+03   1.8e+08    3.4e+04           100.44
2009 12 07    4.4e+05  2.0e+04  4.4e+03   1.8e+08    4.3e+04           100.44
2009 12 08    3.7e+05  2.1e+04  4.5e+03   2.0e+08    3.9e+04           100.00
2009 12 09    4.0e+05  2.0e+04  4.6e+03   1.9e+08    4.5e+04            99.70
2009 12 10    4.0e+05  2.0e+04  4.6e+03   1.8e+08    4.5e+04            99.40
2009 12 11    3.8e+05  2.0e+04  4.6e+03   1.6e+08    5.3e+04            99.60
2009 12 12    5.7e+05  2.0e+04  4.7e+03   1.5e+08    4.9e+04            99.90
2009 12 13    4.4e+05  2.1e+04  4.8e+03   1.0e+08    4.2e+04            99.70
2009 12 14    6.2e+05  2.0e+04  4.5e+03   8.1e+07    4.6e+04           100.28
2009 12 15    7.2e+05  1.9e+04  4.4e+03   9.8e+07    4.1e+04            99.80
2009 12 16    5.3e+05  2.0e+04  4.4e+03   9.1e+07    3.8e+04          -999.99
2009 12 17    4.1e+05  2.0e+04  4.4e+03   1.1e+08    3.5e+04           100.58
2009 12 18    5.2e+05  2.0e+04  4.2e+03   6.3e+07    4.2e+04            99.70
2009 12 19    4.7e+05  2.0e+04  4.3e+03   5.1e+07    4.3e+04            99.60
2009 12 20    4.5e+05  1.9e+04  4.3e+03   5.0e+07    3.7e+04            99.90
2009 12 21    5.7e+05  2.0e+04  4.5e+03   5.5e+07    3.5e+04           100.27
2009 12 22    5.4e+05  2.0e+04  4.3e+03   4.5e+07    4.3e+04           100.00
2009 12 23    6.4e+05  2.0e+04  4.4e+03   5.3e+07    4.2e+04           100.20
2009 12 24    3.6e+05  2.0e+04  4.5e+03   3.0e+07    3.6e+04           100.15
2009 12 25    6.1e+05  2.0e+04  4.5e+03   3.5e+07    3.5e+04            99.80
2009 12 26    4.0e+05  2.0e+04  4.2e+03   2.6e+07    3.5e+04            99.80
2009 12 27    3.7e+05  1.9e+04  4.2e+03   5.1e+07    4.9e+04           100.00
2009 12 28    5.0e+05  2.0e+04  4.4e+03   7.2e+07    3.4e+04           100.15
2009 12 29    5.2e+05  2.1e+04  4.7e+03   7.4e+07    4.4e+04           100.31
2009 12 30    7.7e+05  2.1e+04  4.6e+03   1.1e+08    3.4e+04           100.42
2009 12 31    6.7e+05  2.0e+04  4.8e+03   1.1e+08    4.3e+04            85.30
