:Product: Daily Particle Data        2007_DPD.txt
:Issued: 1800 UT 02 Jan 2008
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                       2007 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2007 10 20    1.5e+06  1.7e+04  3.6e+03   3.3e+10    8.9e+07            99.80
2007 10 21    1.2e+06  1.7e+04  3.4e+03   3.0e+10    8.7e+07            94.00
2007 10 22    1.4e+06  1.6e+04  3.5e+03   2.9e+10    9.9e+07            99.80
2007 10 23    1.0e+06  1.6e+04  3.3e+03   1.7e+10    4.7e+07            98.40
2007 10 24    7.9e+05  1.6e+04  3.5e+03   1.6e+10    4.3e+07           100.01
2007 10 25    1.2e+06  1.6e+04  3.5e+03   7.8e+09    2.6e+07            96.00
2007 10 26    1.9e+06  1.6e+04  3.8e+03   1.7e+10    2.2e+07            99.90
2007 10 27    4.9e+06  1.7e+04  3.7e+03   5.3e+10    2.3e+08            98.80
2007 10 28    3.3e+06  1.7e+04  4.1e+03   6.7e+10    5.7e+08           100.27
2007 10 29    2.0e+06  1.7e+04  3.9e+03   6.6e+10    6.2e+08            96.00
2007 10 30    2.3e+06  1.7e+04  4.1e+03   3.1e+10    1.0e+08           100.11
2007 10 31    1.6e+06  1.8e+04  4.4e+03   5.0e+10    1.9e+08            89.40
2007 11 01    2.1e+06  1.8e+04  4.5e+03   5.6e+10    2.8e+08           100.26
2007 11 02    2.3e+06  1.8e+04  4.4e+03   4.0e+10    2.0e+08           100.03
2007 11 03    1.7e+06  1.8e+04  4.5e+03   3.3e+10    1.4e+08            99.90
2007 11 04    3.0e+06  1.8e+04  4.4e+03   2.6e+10    1.1e+08           100.05
2007 11 05    1.5e+06  1.9e+04  4.4e+03   9.2e+09    2.1e+07            99.90
2007 11 06    1.6e+06  1.9e+04  4.3e+03   8.0e+09    2.2e+07            91.20
2007 11 07    1.6e+06  1.8e+04  4.4e+03   8.1e+09    2.3e+07            99.80
2007 11 08    1.7e+06  1.9e+04  4.6e+03   5.6e+09    1.6e+07           100.09
2007 11 09    1.5e+06  1.9e+04  4.5e+03   4.3e+09    1.4e+07            99.90
2007 11 10    1.2e+06  1.8e+04  3.9e+03   2.9e+09    1.1e+07            99.50
2007 11 11    1.0e+06  1.8e+04  4.2e+03   3.0e+09    1.5e+07            99.80
2007 11 12    1.8e+06  1.8e+04  4.1e+03   3.0e+09    2.0e+07            88.30
2007 11 13    1.2e+06  1.8e+04  3.9e+03   9.7e+08    2.9e+06            99.60
2007 11 14    2.2e+06  1.7e+04  3.8e+03   1.0e+10    6.1e+06            99.60
2007 11 15    1.1e+06  1.7e+04  3.7e+03   1.5e+10    9.4e+06            99.60
2007 11 16    1.0e+06  1.7e+04  3.8e+03   2.0e+10    2.0e+07            99.80
2007 11 17    1.0e+06  1.8e+04  3.7e+03   2.0e+10    2.7e+07            99.90
2007 11 18    1.2e+06  1.8e+04  3.8e+03   2.1e+10    3.3e+07            99.60
2007 11 19    2.8e+06  1.7e+04  3.9e+03   2.1e+10    5.2e+07            99.80
2007 11 20    6.8e+06  1.7e+04  3.7e+03   4.2e+09    3.3e+06            90.00
2007 11 21    2.8e+06  1.6e+04  3.3e+03   2.5e+10    2.6e+07            99.60
2007 11 22    2.0e+06  1.6e+04  3.4e+03   4.6e+10    1.5e+08            99.70
2007 11 23    8.5e+05  1.7e+04  3.6e+03   2.4e+10    3.0e+07            99.60
2007 11 24    4.0e+06  1.6e+04  3.5e+03   4.1e+10    1.3e+08            99.90
2007 11 25    1.8e+06  1.7e+04  3.9e+03   3.5e+10    1.3e+08           100.03
2007 11 26    7.9e+05  1.8e+04  4.1e+03   4.9e+10    2.7e+08            99.60
2007 11 27    8.2e+05  1.8e+04  4.3e+03   4.6e+10    2.8e+08            99.60
2007 11 28    5.7e+05  1.8e+04  4.4e+03   4.4e+10    2.5e+08           100.20
2007 11 29    6.6e+05  1.8e+04  4.2e+03   3.5e+10    2.2e+08           100.27
2007 11 30    1.3e+06  1.8e+04  4.5e+03   2.6e+10    1.9e+08           100.06
2007 12 01    1.1e+06  1.9e+04  4.5e+03   1.6e+10    9.3e+07            99.90
2007 12 02    1.2e+06  1.9e+04  4.4e+03   1.6e+10    8.8e+07           100.02
2007 12 03    1.2e+06  1.9e+04  4.9e+03   1.4e+10    6.7e+07           100.05
2007 12 04    1.3e+06  1.9e+04  5.0e+03   1.3e+10    8.6e+07           100.49
2007 12 05    1.0e+06  1.9e+04  4.4e+03   1.0e+10    3.5e+07           100.39
2007 12 06    1.1e+06  1.9e+04  4.4e+03   6.9e+09    2.1e+07           100.15
2007 12 07    9.2e+05  1.8e+04  4.7e+03   6.4e+09    2.3e+07           100.15
2007 12 08    1.3e+06  1.9e+04  4.6e+03   6.3e+09    2.7e+07            99.90
2007 12 09    8.8e+05  1.9e+04  4.6e+03   4.6e+09    2.1e+07            99.90
2007 12 10    1.4e+06  1.9e+04  4.2e+03   1.5e+09    4.2e+06            99.80
2007 12 11    2.1e+06  1.8e+04  3.9e+03   9.0e+09    4.3e+06            99.50
2007 12 12    1.1e+06  1.8e+04  3.8e+03   2.8e+10    2.8e+07            99.60
2007 12 13    5.9e+05  1.7e+04  3.8e+03   4.3e+10    6.6e+07            99.60
2007 12 14    9.0e+05  1.7e+04  3.8e+03   4.2e+10    7.9e+07            99.90
2007 12 15    9.8e+05  1.7e+04  3.9e+03   3.5e+10    6.6e+07           100.26
2007 12 16    1.1e+06  1.8e+04  4.1e+03   2.9e+10    5.5e+07            99.90
2007 12 17    2.1e+06  1.7e+04  3.9e+03   1.1e+10    1.0e+07            99.70
2007 12 18    1.0e+07  1.7e+04  3.7e+03   2.9e+10    6.4e+07            99.50
2007 12 19    3.1e+06  1.6e+04  3.6e+03   6.2e+10    3.2e+08           100.03
2007 12 20    3.8e+06  1.7e+04  3.9e+03   5.6e+10    3.9e+08            99.80
2007 12 21    2.9e+06  1.7e+04  3.6e+03   4.3e+10    2.1e+08            99.80
2007 12 22    5.2e+06  1.7e+04  3.9e+03   5.8e+10    3.4e+08           100.17
2007 12 23    3.4e+06  1.8e+04  3.9e+03   5.3e+10    3.4e+08           100.07
2007 12 24    3.2e+06  1.7e+04  4.0e+03   5.5e+10    3.7e+08           100.00
2007 12 25    2.9e+06  1.8e+04  4.0e+03   4.8e+10    3.3e+08            99.90
2007 12 26    4.8e+06  1.8e+04  4.2e+03   4.3e+10    3.0e+08            99.90
2007 12 27    4.3e+06  1.8e+04  4.3e+03   1.8e+10    4.6e+07            99.50
2007 12 28    2.2e+06  1.9e+04  4.3e+03   1.5e+10    4.2e+07           100.00
2007 12 29    2.7e+06  2.0e+04  4.3e+03   1.8e+10    7.1e+07           100.38
2007 12 30    3.2e+06  1.9e+04  4.5e+03   1.5e+10    7.6e+07            99.90
2007 12 31    3.4e+06  1.9e+04  4.5e+03   1.2e+10    6.1e+07           100.00
