:Product: Daily Particle Data        2014_DPD.txt
:Issued: 1500 UT 30 Jan 2015
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2014 Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2014 10 15    9.0e+04  1.2e+04  3.1e+03   1.9e+08    3.7e+05          -999.99
2014 10 16    6.5e+04  1.3e+04  3.1e+03   2.5e+08    4.0e+05          -999.99
2014 10 17    2.0e+05  1.3e+04  3.0e+03   4.3e+08    9.5e+05          -999.99
2014 10 18    4.8e+05  1.6e+04  3.0e+03   9.4e+08    7.1e+06          -999.99
2014 10 19    2.4e+05  1.6e+04  2.8e+03   1.3e+09    9.7e+06          -999.99
2014 10 20    8.3e+05  1.8e+04  2.5e+03   7.1e+08    7.3e+06          -999.99
2014 10 21    8.4e+05  1.6e+04  2.5e+03   2.3e+09    5.0e+07          -999.99
2014 10 22    8.1e+05  1.4e+04  2.6e+03   5.3e+09    3.2e+08          -999.99
2014 10 23    7.1e+05  1.4e+04  2.7e+03   3.0e+09    2.1e+08          -999.99
2014 10 24    4.6e+05  1.2e+04  2.4e+03   2.7e+09    1.6e+08          -999.99
2014 10 25    3.1e+05  1.2e+04  2.6e+03   1.1e+09    5.8e+07          -999.99
2014 10 26    2.2e+05  1.1e+04  2.5e+03   7.9e+08    4.4e+07          -999.99
2014 10 27    1.7e+05  1.0e+04  2.4e+03   7.7e+08    2.4e+07          -999.99
2014 10 28    2.0e+05  1.0e+04  2.2e+03   1.2e+09    3.0e+07          -999.99
2014 10 29    1.4e+05  1.1e+04  2.7e+03   2.4e+09    6.2e+07          -999.99
2014 10 30    2.5e+05  1.2e+04  2.8e+03   2.0e+09    6.7e+07          -999.99
2014 10 31    3.6e+05  1.1e+04  2.5e+03   1.2e+09    5.1e+07          -999.99
2014 11 01    1.1e+06  8.5e+04  2.7e+03   6.1e+08    2.2e+07          -999.99
2014 11 02    1.5e+07  4.2e+05  2.8e+03   6.2e+08    2.4e+07          -999.99
2014 11 03    1.2e+07  2.3e+05  2.5e+03   3.9e+08    1.8e+07          -999.99
2014 11 04    8.3e+06  4.7e+04  2.4e+03   1.5e+08    4.6e+06          -999.99
2014 11 05    2.2e+06  1.6e+04  2.4e+03   3.3e+08    6.7e+05          -999.99
2014 11 06    1.0e+06  1.1e+04  2.4e+03   9.4e+08    2.3e+06          -999.99
2014 11 07    4.1e+05  1.1e+04  2.5e+03   4.1e+08    1.6e+06          -999.99
2014 11 08    1.0e+05  1.0e+04  2.5e+03   1.4e+08    6.9e+05          -999.99
2014 11 09    2.1e+05  1.2e+04  2.8e+03   3.3e+08    1.4e+06          -999.99
2014 11 10    3.1e+05  1.2e+04  2.3e+03   9.0e+07    2.5e+05          -999.99
2014 11 11    1.2e+05  1.1e+04  2.6e+03   6.1e+07    7.6e+04          -999.99
2014 11 12    1.5e+05  1.0e+04  2.6e+03   3.6e+08    3.3e+05          -999.99
2014 11 13    2.7e+05  1.1e+04  2.7e+03   5.3e+08    6.9e+05          -999.99
2014 11 14    1.5e+05  1.2e+04  3.0e+03   3.6e+08    4.9e+05          -999.99
2014 11 15    1.4e+05  1.1e+04  2.9e+03   9.7e+08    5.7e+06          -999.99
2014 11 16    9.4e+05  1.1e+04  2.8e+03   3.0e+09    8.7e+07          -999.99
2014 11 17    4.6e+05  1.2e+04  2.8e+03   4.9e+09    2.3e+08          -999.99
2014 11 18    3.0e+05  1.2e+04  3.2e+03   2.9e+09    1.2e+08          -999.99
2014 11 19    1.5e+05  1.2e+04  3.3e+03   1.5e+09    7.6e+07          -999.99
2014 11 20    1.7e+05  1.2e+04  2.9e+03   1.2e+09    4.3e+07          -999.99
2014 11 21    1.5e+05  1.2e+04  2.8e+03   9.0e+08    2.3e+07          -999.99
2014 11 22    1.2e+05  1.1e+04  2.6e+03   1.2e+09    2.0e+07          -999.99
2014 11 23    1.5e+05  1.1e+04  2.6e+03   1.4e+09    1.9e+07          -999.99
2014 11 24    1.0e+05  1.2e+04  2.8e+03   1.7e+09    2.7e+07          -999.99
2014 11 25    7.3e+04  1.1e+04  2.6e+03   1.3e+09    1.7e+07          -999.99
2014 11 26    9.0e+04  1.1e+04  2.6e+03   2.3e+09    3.8e+07          -999.99
2014 11 27    1.9e+05  1.1e+04  2.7e+03   8.4e+08    1.3e+07          -999.99
2014 11 28    3.2e+05  1.1e+04  2.7e+03   4.3e+08    7.0e+06          -999.99
2014 11 29    4.3e+05  1.2e+04  2.7e+03   2.0e+08    5.1e+06          -999.99
2014 11 30    4.5e+05  1.2e+04  2.6e+03   2.1e+08    4.9e+06          -999.99
2014 12 01    1.2e+06  1.5e+04  2.5e+03   1.6e+08    4.1e+06          -999.99
2014 12 02    7.6e+05  1.2e+04  2.3e+03   4.5e+08    2.8e+06          -999.99
2014 12 03    6.2e+05  1.3e+04  2.5e+03   1.4e+09    6.3e+06          -999.99
2014 12 04    8.5e+05  1.5e+04  2.4e+03   6.8e+08    2.4e+06          -999.99
2014 12 05    4.0e+05  1.2e+04  2.4e+03   9.8e+08    5.6e+06          -999.99
2014 12 06    7.0e+05  1.1e+04  2.4e+03   8.3e+08    6.0e+06          -999.99
2014 12 07    1.7e+06  1.1e+04  2.5e+03   2.0e+09    3.6e+07          -999.99
2014 12 08    1.5e+06  1.0e+04  2.4e+03   4.5e+09    2.4e+08          -999.99
2014 12 09    8.6e+05  1.0e+04  2.6e+03   2.8e+09    1.2e+08          -999.99
2014 12 10    2.4e+05  1.1e+04  2.6e+03   2.5e+09    8.3e+07          -999.99
2014 12 11    4.8e+05  1.2e+04  2.7e+03   3.3e+09    1.5e+08          -999.99
2014 12 12    5.7e+05  1.2e+04  3.0e+03   1.0e+09    2.8e+07          -999.99
2014 12 13    1.2e+05  9.1e+03  2.2e+03   8.7e+08    1.3e+07          -999.99
2014 12 14    6.2e+05  7.4e+04  5.0e+03   2.0e+09    4.2e+07          -999.99
2014 12 15    2.5e+05  1.7e+04  3.7e+03   8.8e+08    2.6e+07          -999.99
2014 12 16    2.2e+05  1.3e+04  3.3e+03   7.6e+08    1.9e+07          -999.99
2014 12 17    9.9e+04  1.8e+04  3.0e+03   1.4e+09    2.4e+07          -999.99
2014 12 18    1.1e+05  2.2e+04  2.9e+03   1.1e+09    2.0e+07          -999.99
2014 12 19    1.2e+05  1.5e+04  2.7e+03   1.0e+09    1.8e+07          -999.99
2014 12 20    1.2e+05  1.8e+04  2.7e+03   7.2e+08    1.3e+07          -999.99
2014 12 21    6.2e+06  8.7e+04  2.6e+03   4.8e+08    9.2e+06          -999.99
2014 12 22    2.3e+07  8.2e+04  2.0e+03   8.6e+07    5.3e+05          -999.99
2014 12 23    3.2e+07  1.1e+05  2.3e+03   1.3e+08    4.5e+05          -999.99
2014 12 24    3.6e+06  2.2e+04  2.3e+03   4.3e+08    7.9e+05          -999.99
2014 12 25    1.5e+06  1.8e+04  2.6e+03   1.3e+09    1.1e+07          -999.99
2014 12 26    8.5e+05  1.7e+04  2.4e+03   6.7e+08    7.1e+06          -999.99
2014 12 27    4.4e+05  1.5e+04  2.5e+03   1.6e+09    9.9e+06          -999.99
2014 12 28    9.8e+05  2.2e+04  2.6e+03   1.8e+09    1.6e+07          -999.99
2014 12 29    1.8e+06  2.2e+04  2.5e+03   6.8e+08    4.5e+06          -999.99
2014 12 30    4.3e+06  1.9e+04  2.2e+03   1.9e+09    2.1e+07          -999.99
2014 12 31    3.5e+06  1.9e+04  2.4e+03   3.1e+09    6.5e+07          -999.99
