:Product: Daily Particle Data        2002_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                         2002 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-----------------------------------------------------------------------------

2002 10 17    3.3e+05  1.7e+04  2.7e+03   9.3e+09    2.7e+06             0.29
2002 10 18    1.2e+06  2.0e+04  2.6e+03   1.0e+10    6.9e+06            -0.80
2002 10 19    2.1e+06  1.7e+04  2.1e+03   1.8e+10    1.6e+07            -1.90
2002 10 20    8.3e+05  1.3e+04  2.0e+03   2.9e+10    3.8e+07            -1.90
2002 10 21    4.6e+05  1.1e+04  2.2e+03   3.9e+10    7.2e+07            -2.50
2002 10 22    7.8e+05  1.0e+04  2.2e+03   3.7e+10    7.1e+07          -999.99
2002 10 23    6.7e+05  1.0e+04  2.3e+03   1.7e+10    3.7e+07          -999.99
2002 10 24    1.1e+06  1.1e+04  2.2e+03   1.1e+09    7.7e+05          -999.99
2002 10 25    1.4e+06  1.1e+04  2.2e+03   1.1e+10    2.2e+07          -999.99
2002 10 26    2.6e+06  1.0e+04  2.3e+03   2.9e+10    1.3e+08          -999.99
2002 10 27    5.2e+05  1.1e+04  2.5e+03   1.5e+10    6.9e+07          -999.99
2002 10 28    6.2e+05  1.1e+04  2.4e+03   1.3e+10    4.1e+07          -999.99
2002 10 29    1.1e+06  1.2e+04  2.6e+03   2.6e+10    1.1e+08          -999.99
2002 10 30    4.9e+05  1.7e+04  2.8e+03   2.0e+10    8.0e+07          -999.99
2002 10 31    1.4e+06  5.0e+04  2.7e+03   1.4e+10    4.4e+07          -999.99
2002 11 01    1.7e+06  7.4e+04  2.6e+03   2.8e+10    8.5e+07          -999.99
2002 11 02    3.4e+06  9.2e+04  2.5e+03   6.1e+09    2.0e+07          -999.99
2002 11 03    2.6e+06  5.9e+04  2.3e+03   5.6e+09    1.8e+07          -999.99
2002 11 04    1.3e+06  3.5e+04  2.3e+03   7.2e+09    1.7e+07            -3.00
2002 11 05    6.9e+05  1.7e+04  2.0e+03   1.6e+10    5.9e+07            -3.10
2002 11 06    1.1e+06  1.2e+04  1.9e+03   2.1e+10    7.8e+07            -0.70
2002 11 07    2.8e+05  1.1e+04  2.2e+03   2.5e+10    1.2e+08             1.26
2002 11 08    9.5e+04  1.1e+04  2.2e+03   1.5e+10    6.5e+07             1.76
2002 11 09    4.2e+06  1.0e+06  2.6e+03   2.5e+10    1.6e+08             0.70
2002 11 10    7.9e+07  1.0e+07  3.6e+03   3.0e+09    2.0e+07             0.00
2002 11 11    1.7e+07  4.9e+05  2.6e+03   2.5e+09    5.1e+06            -2.80
2002 11 12    2.7e+06  6.5e+04  2.2e+03   3.4e+09    6.2e+06            -2.90
2002 11 13    4.7e+05  1.7e+04  2.2e+03   4.4e+09    4.5e+06            -0.70
2002 11 14    5.1e+05  1.3e+04  2.5e+03   2.3e+10    2.0e+07          -999.99
2002 11 15    2.5e+05  1.2e+04  2.6e+03   1.2e+10    1.0e+07          -999.99
2002 11 16    7.6e+04  1.2e+04  2.8e+03   8.9e+09    7.3e+06          -999.99
2002 11 17    2.6e+05  1.1e+04  2.4e+03   6.9e+09    6.8e+06          -999.99
2002 11 18    1.6e+05  9.1e+03  1.9e+03   3.8e+09    3.0e+06          -999.99
2002 11 19    1.2e+05  8.6e+03  1.9e+03   5.4e+09    4.2e+06          -999.99
2002 11 20    2.7e+05  9.2e+03  2.0e+03   2.3e+09    2.1e+06          -999.99
2002 11 21    1.1e+06  1.1e+04  2.6e+03   4.3e+09    1.9e+06          -999.99
2002 11 22    2.0e+06  1.1e+04  2.8e+03   2.5e+10    4.3e+07          -999.99
2002 11 23    1.3e+06  1.1e+04  2.9e+03   2.8e+10    1.1e+08          -999.99
2002 11 24    1.9e+05  1.2e+04  3.1e+03   2.6e+10    9.1e+07          -999.99
2002 11 25    2.7e+06  2.7e+04  2.9e+03   1.9e+10    7.1e+07          -999.99
2002 11 26    1.7e+07  6.2e+04  3.1e+03   2.9e+10    1.3e+08             1.29
2002 11 27    3.7e+07  5.5e+04  3.0e+03   3.6e+09    5.6e+06             1.91
2002 11 28    5.2e+06  1.7e+04  2.8e+03   1.7e+10    1.5e+07             1.86
2002 11 29    1.2e+06  1.5e+04  3.2e+03   1.8e+10    2.9e+07             0.76
2002 11 30    5.2e+05  1.3e+04  3.1e+03   1.3e+10    2.7e+07            -0.10
2002 12 01    8.8e+05  1.2e+04  2.7e+03   1.7e+10    4.2e+07             0.41
2002 12 02    2.4e+05  1.2e+04  2.7e+03   2.2e+10    6.7e+07             1.09
2002 12 03    2.4e+05  1.3e+04  2.9e+03   2.1e+10    7.0e+07             0.64
2002 12 04    2.2e+05  1.3e+04  2.8e+03   2.2e+10    6.8e+07             0.84
2002 12 05    1.1e+05  1.2e+04  3.0e+03   1.9e+10    4.4e+07             0.16
2002 12 06    8.6e+05  1.2e+04  2.7e+03   1.7e+10    8.9e+07            -1.50
2002 12 07    5.4e+05  1.2e+04  2.5e+03   2.1e+09    2.7e+06             0.46
2002 12 08    7.8e+04  1.1e+04  2.2e+03   3.2e+09    1.6e+06            -0.50
2002 12 09    1.0e+05  1.1e+04  2.3e+03   7.9e+09    2.8e+06            -0.50
2002 12 10    1.2e+05  1.1e+04  2.5e+03   9.5e+09    3.9e+06            -1.20
2002 12 11    1.7e+05  1.3e+04  2.5e+03   1.2e+10    5.2e+06            -0.20
2002 12 12    3.1e+05  1.3e+04  2.7e+03   9.5e+09    4.6e+06             0.72
2002 12 13    5.7e+05  1.2e+04  2.6e+03   8.5e+09    5.6e+06             0.61
2002 12 14    1.1e+06  1.3e+04  2.4e+03   2.7e+09    3.0e+06            -0.80
2002 12 15    1.1e+06  1.3e+04  2.3e+03   3.5e+09    6.7e+05            -1.10
2002 12 16    3.8e+05  1.2e+04  2.3e+03   7.9e+09    1.2e+06            -1.00
2002 12 17    2.8e+05  1.2e+04  2.5e+03   7.2e+09    1.6e+06             0.00
2002 12 18    9.7e+05  1.1e+04  2.4e+03   9.0e+09    4.8e+06            -0.70
2002 12 19    5.5e+05  1.2e+04  2.3e+03   6.8e+08    1.9e+05            -0.30
2002 12 20    2.5e+06  1.2e+05  2.2e+03   5.1e+09    1.2e+06            -1.20
2002 12 21    1.1e+06  1.5e+04  2.3e+03   3.4e+09    9.3e+05             0.16
2002 12 22    1.4e+06  1.7e+04  2.6e+03   7.7e+09    3.4e+06             0.00
2002 12 23    5.0e+05  1.4e+04  2.2e+03   2.8e+09    1.1e+06            -2.50
2002 12 24    6.3e+05  1.2e+04  2.3e+03   1.5e+10    2.0e+07            -1.20
2002 12 25    2.3e+05  1.1e+04  2.2e+03   1.4e+10    2.7e+07            -0.60
2002 12 26    1.5e+05  1.1e+04  2.4e+03   6.9e+09    1.0e+07             0.32
2002 12 27    1.5e+06  1.2e+04  2.6e+03   6.5e+09    4.9e+06             0.91
2002 12 28    1.9e+06  1.3e+04  2.7e+03   2.4e+10    4.1e+07             1.20
2002 12 29    8.3e+05  1.2e+04  2.8e+03   4.2e+10    1.1e+08             1.22
2002 12 30    8.0e+05  1.3e+04  3.0e+03   4.4e+10    1.5e+08             1.68
2002 12 31    2.4e+05  1.4e+04  3.5e+03   3.6e+10    1.2e+08             1.47
