:Product: Daily Particle Data        2010_DPD.txt
:Issued: 1900 UT 07 Jan 2010
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                        2010 Daily Particle Data
# GOES-11 Jan 01 to Mar 31, then GOES-13 
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2010 10 14    3.0e+05  1.5e+04  3.7e+03   2.0e+09    3.1e+07          -999.99
2010 10 15    4.1e+05  1.4e+04  3.5e+03   1.5e+09    1.6e+07          -999.99
2010 10 16    1.6e+05  1.4e+04  3.4e+03   4.9e+08    1.7e+06          -999.99
2010 10 17    1.2e+05  1.3e+04  3.3e+03   4.5e+08    2.6e+06          -999.99
2010 10 18    1.4e+05  1.4e+04  3.3e+03   1.9e+09    8.9e+06          -999.99
2010 10 19    7.8e+04  1.4e+04  3.5e+03   3.7e+08    2.4e+06          -999.99
2010 10 20    5.6e+04  1.5e+04  3.5e+03   2.9e+08    2.8e+06          -999.99
2010 10 21    6.6e+04  1.4e+04  3.6e+03   3.8e+08    3.8e+06          -999.99
2010 10 22    3.6e+05  1.4e+04  3.6e+03   3.4e+08    5.1e+06          -999.99
2010 10 23    1.5e+06  1.3e+04  3.1e+03   7.0e+08    5.5e+06          -999.99
2010 10 24    1.9e+06  1.3e+04  3.2e+03   3.9e+09    9.9e+07          -999.99
2010 10 25    6.5e+05  1.4e+04  3.2e+03   7.5e+09    3.3e+08          -999.99
2010 10 26    7.8e+05  1.4e+04  3.4e+03   7.5e+09    4.3e+08          -999.99
2010 10 27    5.2e+05  1.5e+04  3.8e+03   3.7e+09    1.4e+08          -999.99
2010 10 28    6.5e+05  1.8e+04  6.6e+03   3.3e+09    1.4e+08          -999.99
2010 10 29    6.0e+05  1.7e+04  6.8e+03   3.0e+09    1.3e+08          -999.99
2010 10 30    2.4e+06  1.4e+04  3.5e+03   2.8e+09    1.7e+08          -999.99
2010 10 31    1.6e+06  1.3e+04  3.2e+03   1.1e+09    3.6e+07          -999.99
2010 11 01    1.6e+06  1.4e+04  3.3e+03   8.2e+08    1.5e+07          -999.99
2010 11 02    1.2e+06  1.4e+04  3.4e+03   6.0e+08    1.4e+07          -999.99
2010 11 03    6.4e+05  1.5e+04  3.6e+03   3.9e+08    8.0e+06          -999.99
2010 11 04    9.9e+05  1.4e+04  3.7e+03   3.0e+08    1.1e+07          -999.99
2010 11 05    6.6e+05  1.4e+04  3.5e+03   2.1e+08    9.5e+06          -999.99
2010 11 06    8.3e+05  1.4e+04  3.3e+03   2.3e+08    9.9e+06          -999.99
2010 11 07    9.2e+05  1.4e+04  3.3e+03   2.4e+08    9.4e+06          -999.99
2010 11 08    8.2e+05  1.5e+04  3.8e+03   1.7e+08    6.4e+06          -999.99
2010 11 09    3.3e+05  1.4e+04  3.5e+03   1.4e+08    3.3e+06          -999.99
2010 11 10    8.1e+05  1.4e+04  3.4e+03   1.3e+08    4.5e+06          -999.99
2010 11 11    6.4e+05  1.3e+04  3.1e+03   6.0e+07    1.5e+06          -999.99
2010 11 12    1.8e+06  1.4e+04  3.5e+03   2.5e+09    2.7e+07          -999.99
2010 11 13    6.8e+05  1.4e+04  3.6e+03   4.6e+09    7.9e+07          -999.99
2010 11 14    6.2e+05  1.4e+04  3.2e+03   3.0e+09    4.6e+07          -999.99
2010 11 15    4.4e+05  1.3e+04  3.1e+03   3.5e+09    8.1e+07          -999.99
2010 11 16    1.3e+06  1.4e+04  3.4e+03   3.0e+09    8.5e+07          -999.99
2010 11 17    2.1e+06  1.7e+04  6.3e+03   2.9e+09    8.1e+07          -999.99
2010 11 18    2.8e+06  1.7e+04  5.9e+03   2.7e+09    8.7e+07          -999.99
2010 11 19    1.8e+06  1.4e+04  3.4e+03   2.2e+09    7.7e+07          -999.99
2010 11 20    1.9e+06  1.4e+04  3.2e+03   1.8e+09    6.6e+07          -999.99
2010 11 21    1.7e+06  1.5e+04  3.6e+03   1.4e+09    4.0e+07          -999.99
2010 11 22    2.1e+06  1.4e+04  3.2e+03   5.4e+08    1.4e+07          -999.99
2010 11 23    8.4e+05  1.4e+04  3.5e+03   3.3e+08    4.6e+06          -999.99
2010 11 24    5.6e+05  1.3e+04  3.2e+03   1.1e+09    6.8e+06          -999.99
2010 11 25    3.2e+05  1.4e+04  3.2e+03   1.5e+09    1.1e+07          -999.99
2010 11 26    3.6e+05  1.4e+04  3.6e+03   1.4e+09    1.5e+07          -999.99
2010 11 27    1.6e+06  1.3e+04  3.2e+03   1.3e+09    2.3e+07          -999.99
2010 11 28    9.0e+05  1.3e+04  3.1e+03   1.4e+08    1.5e+06          -999.99
2010 11 29    4.3e+05  1.4e+04  3.6e+03   2.9e+08    1.8e+06          -999.99
2010 11 30    4.4e+05  1.5e+04  3.7e+03   3.6e+08    2.3e+06          -999.99
2010 12 01    5.7e+05  1.4e+04  3.4e+03   3.0e+08    2.6e+06          -999.99
2010 12 02    4.6e+05  1.4e+04  3.4e+03   1.7e+08    1.7e+06          -999.99
2010 12 03    7.0e+05  1.4e+04  3.3e+03   1.6e+08    2.0e+06          -999.99
2010 12 04    5.2e+05  1.4e+04  3.6e+03   1.1e+08    1.6e+06          -999.99
2010 12 05    6.4e+05  1.4e+04  3.3e+03   1.1e+08    1.5e+06          -999.99
2010 12 06    8.5e+05  1.4e+04  3.4e+03   6.6e+07    1.0e+06          -999.99
2010 12 07    1.1e+06  1.4e+04  3.3e+03   2.5e+07    9.3e+05          -999.99
2010 12 08    3.6e+05  1.4e+04  3.3e+03   4.9e+07    8.7e+05          -999.99
2010 12 09    4.6e+05  1.4e+04  3.4e+03   3.1e+08    9.2e+05          -999.99
2010 12 10    6.2e+05  1.4e+04  3.5e+03   3.9e+08    9.7e+05          -999.99
2010 12 11    9.7e+05  1.4e+04  3.5e+03   3.3e+08    9.9e+05          -999.99
2010 12 12    2.9e+06  1.5e+04  3.5e+03   2.6e+08    1.1e+06          -999.99
2010 12 13    2.2e+06  1.4e+04  3.0e+03   1.7e+08    8.6e+05          -999.99
2010 12 14    1.2e+06  1.4e+04  3.1e+03   8.0e+08    2.5e+06          -999.99
2010 12 15    8.3e+05  1.3e+04  3.2e+03   2.5e+09    2.2e+07          -999.99
2010 12 16    4.4e+05  1.3e+04  3.2e+03   3.5e+09    4.3e+07          -999.99
2010 12 17    8.1e+05  1.4e+04  3.5e+03   3.2e+09    5.1e+07          -999.99
2010 12 18    6.4e+05  1.3e+04  3.5e+03   1.7e+09    2.0e+07          -999.99
2010 12 19    5.7e+05  1.4e+04  3.2e+03   1.5e+09    1.9e+07          -999.99
2010 12 20    2.5e+05  1.3e+04  3.3e+03   4.5e+08    4.1e+06          -999.99
2010 12 21    7.1e+04  1.3e+04  3.2e+03   4.5e+08    2.5e+06          -999.99
2010 12 22    9.6e+04  1.4e+04  3.3e+03   5.3e+08    3.1e+06          -999.99
2010 12 23    1.6e+05  1.4e+04  3.4e+03   5.9e+08    3.5e+06          -999.99
2010 12 24    2.0e+05  1.4e+04  3.3e+03   4.4e+08    3.3e+06          -999.99
2010 12 25    4.0e+05  1.4e+04  3.6e+03   3.7e+08    3.2e+06          -999.99
2010 12 26    2.5e+05  1.4e+04  3.6e+03   2.6e+08    2.0e+06          -999.99
2010 12 27    2.8e+05  1.5e+04  4.2e+03   2.5e+08    2.3e+06          -999.99
2010 12 28    1.2e+06  1.6e+04  5.9e+03   1.2e+08    1.7e+06          -999.99
2010 12 29    5.6e+04  1.6e+04  5.3e+03   5.2e+07    7.9e+05          -999.99
2010 12 30    1.7e+05  1.4e+04  3.4e+03   1.5e+08    8.3e+05          -999.99
2010 12 31    6.1e+04  1.4e+04  3.3e+03   7.6e+07    8.2e+05          -999.99
