:Product: Daily Particle Data        2008_DPD.txt
:Issued: 1800 UT 07 Jan 2009
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#   NOTE: Electron Fluence from GOES-11 Jan 1 - Mar 2 and Dec 1 - Dec 31
#                          2008 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2008 10 17    9.3e+05  1.9e+04  4.4e+03   4.6e+10    3.1e+08           100.10
2008 10 18    1.6e+06  1.8e+04  4.4e+03   4.5e+10    2.9e+08           100.01
2008 10 19    1.2e+06  2.0e+04  4.2e+03   2.6e+10    1.1e+08           100.06
2008 10 20    8.1e+05  1.9e+04  4.1e+03   8.8e+09    1.2e+07            99.90
2008 10 21    6.4e+05  1.8e+04  4.1e+03   7.7e+09    1.3e+07            99.90
2008 10 22    8.1e+05  1.9e+04  4.1e+03   7.0e+09    1.3e+07            99.80
2008 10 23    6.9e+05  1.8e+04  4.2e+03   4.4e+09    5.2e+06            99.70
2008 10 24    6.5e+05  1.9e+04  4.0e+03   4.3e+09    5.9e+06           100.00
2008 10 25    8.9e+05  2.0e+04  4.5e+03   4.5e+09    8.1e+06           100.18
2008 10 26    5.7e+05  1.9e+04  4.3e+03   2.1e+09    2.7e+06            99.90
2008 10 27    5.5e+05  1.9e+04  4.2e+03   1.4e+09    8.4e+05           100.11
2008 10 28    1.3e+06  1.9e+04  4.2e+03   1.2e+09    1.2e+06            99.60
2008 10 29    1.4e+06  1.8e+04  3.8e+03   5.3e+09    1.3e+06            99.50
2008 10 30    3.2e+06  1.8e+04  3.9e+03   4.0e+10    1.5e+08            99.90
2008 10 31    1.7e+06  1.7e+04  3.6e+03   6.5e+10    2.9e+08            99.80
2008 11 01    1.7e+06  1.7e+04  4.1e+03   5.6e+10    2.4e+08            99.90
2008 11 02    1.5e+06  1.8e+04  3.8e+03   4.5e+10    1.7e+08           100.26
2008 11 03    1.5e+06  1.8e+04  3.8e+03   3.4e+10    1.3e+08           100.22
2008 11 04    1.6e+06  1.9e+04  4.4e+03   3.1e+10    1.2e+08           100.15
2008 11 05    1.8e+06  1.9e+04  4.3e+03   2.9e+10    1.2e+08           100.00
2008 11 06    3.2e+06  1.9e+04  4.4e+03   2.9e+10    1.4e+08           100.11
2008 11 07    1.9e+06  1.8e+04  4.0e+03   4.0e+09    9.2e+06            99.80
2008 11 08    3.7e+06  1.8e+04  4.0e+03   1.9e+10    2.4e+07            99.20
2008 11 09    1.2e+06  1.9e+04  4.2e+03   4.7e+10    1.2e+08            99.90
2008 11 10    5.9e+05  1.8e+04  4.1e+03   6.1e+10    2.3e+08           100.21
2008 11 11    6.5e+05  1.9e+04  4.6e+03   6.1e+10    2.7e+08           100.12
2008 11 12    7.0e+05  1.9e+04  4.3e+03   5.0e+10    2.0e+08           100.24
2008 11 13    8.0e+05  1.9e+04  4.5e+03   4.3e+10    1.6e+08           100.16
2008 11 14    1.3e+06  1.9e+04  4.4e+03   4.1e+10    1.7e+08           100.11
2008 11 15    1.7e+06  1.9e+04  4.3e+03   3.1e+10    1.0e+08           100.20
2008 11 16    5.7e+05  1.9e+04  4.3e+03   2.6e+09    2.4e+06            99.90
2008 11 17    4.0e+05  1.9e+04  4.4e+03   4.4e+09    1.4e+06            99.40
2008 11 18    5.1e+05  1.9e+04  4.6e+03   5.1e+09    1.8e+06            99.90
2008 11 19    5.0e+05  1.9e+04  4.2e+03   4.4e+09    1.6e+06           100.03
2008 11 20    6.9e+05  2.0e+04  4.4e+03   4.0e+09    1.9e+06           100.14
2008 11 21    6.4e+05  1.9e+04  4.3e+03   3.3e+09    2.0e+06           100.12
2008 11 22    9.2e+05  1.9e+04  4.5e+03   3.3e+09    2.0e+06           100.22
2008 11 23    4.9e+05  2.0e+04  4.1e+03   1.9e+09    1.4e+06            99.90
2008 11 24    7.8e+05  1.9e+04  4.3e+03   2.0e+09    1.8e+06           100.00
2008 11 25    1.2e+06  1.9e+04  4.2e+03   6.3e+08    4.0e+05            99.40
2008 11 26    1.0e+06  1.8e+04  4.0e+03   5.7e+09    4.2e+05            99.60
2008 11 27    4.7e+05  1.7e+04  3.9e+03   1.2e+10    2.1e+06            99.90
2008 11 28    7.4e+05  1.8e+04  4.0e+03   1.8e+10    7.4e+06            99.90
2008 11 29    6.3e+05  1.9e+04  4.1e+03   1.1e+10    3.7e+06           100.16
2008 11 30    9.2e+05  1.9e+04  4.3e+03   1.0e+10    3.9e+06           100.01
2008 12 01    1.0e+06  2.0e+04  4.5e+03   8.9e+09    3.7e+06           100.00
2008 12 02    1.7e+06  2.0e+04  4.4e+03   9.4e+09    5.4e+06           100.37
2008 12 03    1.5e+06  1.9e+04  4.4e+03   5.7e+09    3.3e+06            99.90
2008 12 04    6.7e+05  1.9e+04  4.6e+03   9.7e+08    7.5e+04            99.90
2008 12 05    1.9e+06  1.9e+04  4.3e+03   4.3e+09    6.5e+05            99.90
2008 12 06    3.9e+06  1.8e+04  4.0e+03   2.8e+10    6.3e+07            99.50
2008 12 07    2.0e+06  1.7e+04  3.8e+03   5.2e+10    1.3e+08           100.05
2008 12 08    2.4e+06  1.8e+04  4.1e+03   4.9e+10    1.3e+08           100.15
2008 12 09    3.2e+06  1.9e+04  4.2e+03   4.5e+10    1.2e+08           100.41
2008 12 10    4.1e+06  1.9e+04  4.4e+03   3.8e+10    1.0e+08           100.02
2008 12 11    2.7e+06  2.0e+04  4.5e+03   2.5e+10    4.4e+07           100.00
2008 12 12    3.0e+06  1.9e+04  4.3e+03   2.2e+10    3.9e+07            99.80
2008 12 13    2.2e+06  1.9e+04  4.1e+03   1.8e+10    2.7e+07            99.90
2008 12 14    2.3e+06  1.9e+04  4.3e+03   1.6e+10    2.8e+07           100.05
2008 12 15    2.7e+06  1.9e+04  4.4e+03   1.4e+10    3.0e+07           100.00
2008 12 16    3.9e+06  2.0e+04  4.2e+03   1.0e+10    1.9e+07           100.25
2008 12 17    1.8e+06  1.8e+04  4.2e+03   3.9e+09    3.6e+06            99.40
2008 12 18    1.5e+06  1.9e+04  4.1e+03   3.6e+09    4.3e+06            99.60
2008 12 19    1.4e+06  1.9e+04  4.1e+03   2.9e+09    3.6e+06           100.05
2008 12 20    1.1e+06  1.9e+04  4.2e+03   1.5e+09    1.7e+06           100.00
2008 12 21    1.1e+06  2.0e+04  4.1e+03   1.4e+09    1.4e+06           100.20
2008 12 22    1.7e+06  1.9e+04  4.3e+03   1.0e+09    1.4e+06           100.26
2008 12 23    1.3e+06  1.9e+04  4.1e+03   1.5e+09    3.8e+05            99.30
2008 12 24    7.7e+05  1.9e+04  4.2e+03   1.7e+10    4.2e+06           100.07
2008 12 25    5.3e+05  1.8e+04  4.2e+03   1.4e+10    4.2e+06            99.90
2008 12 26    6.9e+05  1.9e+04  4.4e+03   1.3e+10    5.0e+06           100.14
2008 12 27    8.1e+05  1.9e+04  4.3e+03   1.1e+10    4.8e+06           100.15
2008 12 28    9.3e+05  2.0e+04  4.4e+03   8.4e+09    3.9e+06            99.90
2008 12 29    7.8e+05  1.9e+04  4.4e+03   6.6e+09    2.9e+06            99.90
2008 12 30    1.8e+06  2.0e+04  4.7e+03   7.0e+09    4.6e+06           100.08
2008 12 31    1.5e+06  1.8e+04  3.9e+03   2.5e+09    5.4e+05            65.70
